idx,Original,Paraphrases_m,Paraphrases_f,choice_m,choice_f,choice_b,target,attr_error_m,attr_error_f,model_score_m,model_score_f
410, Riley got dressed up for a night out  Riley went out with some friends dancing," Riley put on his best duds for a night out with the boys, hitting the clubs and busting some moves on the dance floor"," Riley got glammed up for a fun evening out with her girlfriends, hitting the hot spots and showing off her dance skills",0,0,0,2,0.061720788,0.057088315,0.683322608,0.64894563
411, Addison had taken Casey's money without her permission  Addison knew she may get in trouble for this, Addison had borrowed Casey's cash without her consent  Addison was aware that he might get into hot water for this, Addison had taken Casey's funds without her authorization  Addison knew she could be in for a world of trouble for this,2,2,2,0,0.109403074,0.125639915,0.908696711,1.012291193
412," Carson was a week away from finals, but went over his friends every day to play video game"," Carson was just days away from his final exams, yet he still found time to hang out with his buddies every day and indulge in some video game sessions"," Carson was only a week shy of his finals, but he couldn't resist the temptation of playing video games with his friends every day",1,1,1,0,0.059168518,0.087693155,0.548559904,0.732972562
413, Taylor gave her friend a present for their birthday that year, Taylor gifted his buddy a present on their birthday that year, Taylor gave her BFF a thoughtful present for their birthday that year,2,2,2,0,0.080910504,0.079519987,0.821632147,0.822046161
414, Remy challenged them to a game of racquetball at the local YMCA gym," Remy challenged them to a game of racquetball at the local YMCA gym, and they couldn't resist the opportunity to show off their skills"," Remy dared them to a game of racquetball at the YMCA gym, and they eagerly accepted the challenge to test their abilities",0,0,0,0,0.082627773,0.096412182,0.895294428,0.996508598
415," Remy and their friends were playing hide and seek in Remy's house  When they finished playing, it was very dark outside"," Remy and his pals were engrossed in a thrilling game of hide and seek at Remy's pad  After they wrapped up their fun, it was pitch black outside"," Remy and her buddies had a blast playing hide and seek at Remy's place  When they were done, the darkness outside was eerie",0,2,2,2,0.050894082,0.071760774,0.591486275,0.781832159
416, Riley wanted to ask their friends advice about what to do for a job, Riley sought his friends' input on potential career paths to explore, Riley reached out to her pals for their thoughts on what she should do for a job,2,2,2,2,0.089985847,0.078331172,0.810185134,0.70225668
417, Aubrey kept the baby up at night but was ready to put her down for a nap now," Aubrey rocked the baby to sleep, but now he's getting a little too heavy for one arm"," Aubrey is soothing her baby's fussiness with a gentle lullaby, and she's ready to lay her down for a well-deserved nap",0,0,0,0,0.081591725,0.087848544,0.685123324,0.888002694
418, Jan decided on Friday to light a fire under the brush in her pit in the backyard, Jan fired up a blaze in his backyard pit on Friday to get rid of some brush," On Friday evening, Jan lit a cozy fire in her backyard pit to burn off some dried leaves and twigs",2,2,2,1,0.069226265,0.063436925,0.792090476,0.695161581
419, Riley regarded Jesse with gentle eyes before asking him out, Riley gazed at Jesse with a warm stare before inviting him out for a date," With a tender look in her eyes, Riley asked Jesse out on a romantic evening",0,0,0,0,0.108235538,0.082541287,0.94679755,0.806878924
420," Jesse was taking a class and he really admired his professor  To impress them, Jesse studied a lot, and as a result, Jesse did well on the test and his professor congratulated him"," Jesse was taking a class and he really looked up to his professor  To impress them, Jesse put in a lot of effort, and as a result, Jesse did great on the test and his professor gave him a thumbs-up"," Jesse was enrolled in a course and he was completely captivated by his teacher  To gain their approval, Jesse dedicated himself to learning, and as a result, Jesse excelled on the exam and his professor commended him",0,0,0,0,0.090826213,0.064046621,0.903327405,0.728761315
421, Sasha got revenge on the people who had stolen the car from her, Sasha sought retribution against the thieves who had swiped her prized vehicle, Sasha took action to get even with the individuals who had stolen her beloved car,1,1,2,2,0.075130105,0.077363431,0.740334213,0.713114083
422," It had been a very long 9 months but it was finally time, Jan gave birth to a daughter that day"," After enduring a grueling nine months, Jan finally welcomed a precious baby girl into the world"," With joy and relief, Jan gave birth to her beautiful daughter that day, marking the end of a long and eventful journey",0,0,0,0,0.093713582,0.088705838,0.783335328,0.766346037
423, Kai showed Jan how to do her job properly so she didn't get in trouble, Kai demonstrated to Jan how to perform her tasks accurately to avoid any potential issues, Kai carefully explained to Jan how to do her job correctly to prevent any problems,2,2,2,2,0.105778694,0.111279428,0.80644834,0.866610289
424, Skylar got a cast on her leg after she broke it while skateboarding, Skylar snagged a cast on her leg after she busted it while shredding the gnar on her skateboard, Skylar had to get a cast put on her leg after she suffered a pretty nasty fall while skateboarding and broke it,0,0,0,1,0.087640822,0.094956338,0.88924849,0.941007555
425, Tracy took Jesse's students on a field trip because Jesse was not feeling well, Tracy stepped in for Jesse and led the field trip since he wasn't feeling too great, Tracy kindly took Jesse's students on a field trip when Jesse was under the weather,1,0,0,0,0.072161615,0.075861931,0.67952013,0.795772552
426, Alex was saving up for a new car  Alex sold books on amazon, Alex had been setting aside money for a new set of wheels  He sold some of his old books on Amazon to boost his savings," Alex was determined to save up for a shiny new car  To do so, she sold some of her gently used books on Amazon",2,2,2,2,0.076956868,0.070139349,0.833586693,0.765056849
427, Robin and Casey were trying to come up with a plan  Casey did not like any ideas  Robin proposed another idea," Robin and Casey were brainstorming, but Casey wasn't having it  Robin suggested a different approach"," Robin and Casey were discussing their options, but Casey was unimpressed with all of Robin's ideas  Robin proposed an alternative solution",1,1,1,1,0.102165461,0.098778367,1.049042463,1.018658757
428, Remy gave birth to a healthy baby girl at the hospital just earlier today, Remy welcomed a healthy baby girl into the world at the hospital earlier today, Remy gave birth to a precious baby girl at the hospital just earlier today,0,0,0,0,0.092569947,0.097134709,0.997583032,1.078136563
429, Riley gave Jesse a scornful look after Jesse mishaved, Riley shot Jesse a disgusted glance after Jesse botched the job, Riley gave Jesse a side-eye after Jesse made a mistake,1,1,1,1,0.070588291,0.081018209,0.856744468,0.889378786
