,sentences,choices,scores
699,"
Q: Quinn was engaging in a lively activity with their companion, hurling the frisbee back and forth while basking in the sunshine.  What will happen to their friend? 
  choice: Catch the frisbee after their friend throws it
  choice: Throw the frisbee back
  choice: Throw the frisbee back to their friend
A: ","['Catch the frisbee after their friend throws it', 'Throw the frisbee back', 'Throw the frisbee back to their friend']",1
700,"
Q: Robin collected some autumnal foliage and the blustery wind dispersed them throughout the vicinity.  How would you describe Robin? 
  choice: Bored
  choice: Disappointed
  choice: Strong willed
A: ","['Disappointed', 'Bored', 'Strong willed']",2
701,"
Q: Cameron took their commitments seriously and made a conscious effort to arrive early, often waking up an hour before their scheduled start time.  How would you describe Cameron? 
  choice: Lazy
  choice: Slovenly
  choice: Strong-willed
A: ","['Strong-willed', 'Slovenly', 'Lazy']",0
702,"
Q: Kendall effectively utilized their influence to stage a coup and claim power for themselves, leaving the former president with little choice but to step down.  What will Others want to do next? 
  choice: Be complacent
  choice: Support the president
  choice: Support the rebellion
A: ","['Be complacent', 'Support the rebellion', 'Support the president']",1
703,"
Q: Robin altered Aubrey's attire prior to the show, ultimately leading to a scheduling conflict with their work commitments.  What will happen to Robin? 
  choice: Be glad for Robin's help
  choice: Get in trouble
  choice: Have the proper clothes for the recital
A: ","[""Be glad for Robin's help"", 'Get in trouble', 'Have the proper clothes for the recital']",1
704,"
Q: The perpetrator, Quinn, employed a firearm to terminate the life of Remy's partner while they were all slumbering in their bed.  What will Remy want to do next? 
  choice: Call the fire department
  choice: Call the police
  choice: Get in the house
A: ","['Call the police', 'Get in the house', 'Call the fire department']",1
705,"
Q: Robin gave Carson the opportunity to provide further clarification to the client, as there had been some uncertainty about the matter.  What will Carson want to do next? 
  choice: Confuse Robin
  choice: Get a sale
  choice: Repeat himself
A: ","['Confuse Robin', 'Repeat himself', 'Get a sale']",2
706,"
Q: Jordan worked as an art teacher, using their teaching skills to help students develop their artistic talents and gain confidence in their abilities.  What will Jordan want to do next? 
  choice: Harm others
  choice: Lie to others
  choice: Teach others
A: ","['Harm others', 'Lie to others', 'Teach others']",2
707,"
Q: Robin hesitated to cover their portion of the check, despite a pre-existing understanding among the group.  What will Others want to do next? 
  choice: Save money
  choice: Stop inviting Robin
  choice: Take advantage
A: ","['Stop inviting Robin', 'Take advantage', 'Save money']",2
708,"
Q: Bailey detected an unfamiliar presence in Aubrey's locker, so they communicated their findings to Aubrey with a hint of caution.  Why did Bailey do this? 
  choice: Find the person in Aubrey's locker
  choice: Tell a teacher
  choice: Tell the lunch lady
A: ","['Tell a teacher', ""Find the person in Aubrey's locker"", 'Tell the lunch lady']",1
709,"
Q: Riley maintained a vigilant gaze on Jesse, monitoring their activities with deliberate attention.  How would you describe Riley? 
  choice: Like they understand Jesse's motivations
  choice: Not paying attention
  choice: Suspicious
A: ","['Not paying attention', 'Suspicious', ""Like they understand Jesse's motivations""]",1
710,"
Q: Carson has secured a new position at the day care, bringing their skills in childcare from their previous job to this new opportunity.  How would Others feel as a result? 
  choice: Happy
  choice: Nervous
  choice: Unhappy
A: ","['Nervous', 'Happy', 'Unhappy']",0
711,"
Q: The shadowy hue of Remy's visage hinted at the advanced hour.  What will Remy want to do next? 
  choice: Go out
  choice: Sleep
  choice: Turn on the light
A: ","['Go out', 'Turn on the light', 'Sleep']",0
712,"
Q: Carson was engrossed in gaming at a pal's pad when the group brought up their desire for some scrumptious pizza.  What will Others want to do next? 
  choice: Get a pizza next
  choice: Go to sleep next
  choice: Play more video games next
A: ","['Play more video games next', 'Go to sleep next', 'Get a pizza next']",2
713,"
Q: Kendall put out the remaining sparks with a quick splash of water before heading to slumberland.  What will Kendall want to do next? 
  choice: Make sure its out next
  choice: Roast marshmallows next
  choice: Start a fire
A: ","['Roast marshmallows next', 'Make sure its out next', 'Start a fire']",1
714,"
Q: Carson provided a refreshing drink for the thirsty feline, who happened to be a stray.  How would Carson feel afterwards? 
  choice: Happy to have helped the cat
  choice: Indifferent to the cats needs
  choice: Like getting rid of the cat
A: ","['Indifferent to the cats needs', 'Happy to have helped the cat', 'Like getting rid of the cat']",1
715,"
Q: Sydney was a considerate person, so they requested an additional portion of pie from their parental figure.  What will happen to Ash? 
  choice: Be punished
  choice: Be told no
  choice: Get some asparagus
A: ","['Be told no', 'Be punished', 'Get some asparagus']",0
716,"
Q: Quinn was left red-faced after making a mistake in their answer during class.  What will Others want to do next? 
  choice: Console him
  choice: Ignore him
  choice: Punish him
A: ","['Ignore him', 'Punish him', 'Console him']",2
717,"
Q: Jesse had been experiencing difficulties in school, but they chose to focus on their math final. They put in the necessary effort and received an excellent grade of A.  What did Jesse do? 
  choice: Got an A on her test
  choice: Intelligent
  choice: Responsible
A: ","['Responsible', 'Intelligent', 'Got an A on her test']",0
718,"
Q: The bond between Cameron and Casey was unbreakable, as Cameron offered Casey a profound sense of identity and purpose.  What will Cameron want to do next? 
  choice: Move in with Casey
  choice: Physically abuse Casey
  choice: Show friendship
A: ","['Move in with Casey', 'Show friendship', 'Physically abuse Casey']",0
719,"
Q: Kai had mixed feelings about leaving the bar, but their companions managed to sway them into staying for another round.  What will Others want to do next? 
  choice: Buy Kai a round of drinks
  choice: Enjoyed drinking alcohol
  choice: Shun Kai
A: ","['Shun Kai', 'Buy Kai a round of drinks', 'Enjoyed drinking alcohol']",1
720,"
Q: The house owned by Sydney was put on the market by Riley, who managed to find a purchaser willing to meet the asking price.  What will Sydney want to do next? 
  choice: Bid for a new car
  choice: Buy the house
  choice: Want to celebrate the sale
A: ","['Buy the house', 'Want to celebrate the sale', 'Bid for a new car']",0
721,"
Q: Sasha acquired a new dwelling as a precautionary measure in light of the government's intention to destroy their existing property.  What does Sasha need to do before this? 
  choice: Buy a boat
  choice: Leave her current home
  choice: Sell her assets
A: ","['Leave her current home', 'Buy a boat', 'Sell her assets']",0
722,"
Q: Casey returned home from their shift, placed the poultry on the kitchen counter, and directed heat towards it using the oven's internal heating elements.  Why did Casey do this? 
  choice: Make dinner
  choice: Satisfy their thirst
  choice: Take it out
A: ","['Satisfy their thirst', 'Take it out', 'Make dinner']",2
723,"
Q: Robin regularly acquires a piping-hot pizza en route from work on Fridays, satisfying the hunger of their loved ones.  What will Robin want to do next? 
  choice: Complain to the others
  choice: Finish work
  choice: Pick up the pizza
A: ","['Pick up the pizza', 'Complain to the others', 'Finish work']",0
724,"
Q: Kendall skillfully facilitated a dynamic dialogue through strategic, open-ended queries.  What answers will the others respond with? 
  choice: All grow silent
  choice: Answer with other questions
  choice: Walk out of the room
A: ","['Walk out of the room', 'All grow silent', 'Answer with other questions']",1
725,"
Q: Skylar directed their gaze towards the landscape, yet felt ambivalence about its appearance.  Why did Skylar do this? 
  choice: Wanted to act interested
  choice: Wanted to express her hatred
  choice: Wanted to show she was unimpressed
A: ","['Wanted to show she was unimpressed', 'Wanted to express her hatred', 'Wanted to act interested']",0
726,"
Q: Lee put on a jacket, standing out from the rest who chose t-shirts.  How would Lee feel afterwards? 
  choice: Ashamed
  choice: Like he fits in
  choice: Silly
A: ","['Like he fits in', 'Silly', 'Ashamed']",0
727,"
Q: Quinn put on jeans for school the next day without heeding the doctor's instruction to avoid them due to swelling.  What does Quinn do this? 
  choice: Loved his jeans and did not believe that he would swell that much
  choice: Loved his jeans and knew the doctor was just and old fuddy duddy
  choice: Skip school daily
A: ","['Loved his jeans and did not believe that he would swell that much', 'Loved his jeans and knew the doctor was just and old fuddy duddy', 'Skip school daily']",0
728,"
Q: Tracy acquired a vintage dwelling and invested extensive time and effort into renovating it, creating a bespoke living space.  How would you describe Tracy? 
  choice: Capable
  choice: Confident in their skills
  choice: Homeless
A: ","['Homeless', 'Confident in their skills', 'Capable']",2
729,"
Q: Cameron saw some action and gave Casey a rundown of the events that took place.  Why did Cameron do this? 
  choice: Give a helping hand
  choice: So Casey could talk about the situation
  choice: So Casey new about the situation
A: ","['So Casey could talk about the situation', 'So Casey new about the situation', 'Give a helping hand']",1
