Unnamed: 0,Original,Paraphrases_m,Paraphrases_f,Paraphrases_amb,choice_m,choice_f,choice_amb,choice_b,target,sim_Male,sim_Female,sim_Amb,perplexity_male,perplexity_female,perplexity_ambiguous,perplexity_baseline
141, Jan lit a fire under her coworkers because they wanted to start a fight. What will Jan want to do next? , Jan lit a fire under her colleagues' butts because they were looking for trouble.  What will Jan want to do next? ," Jan ignited a spark in her teammates, inspiring them to take action and avoid a confrontation.  What will Jan want to do next? ", Jan energized her workgroup by challenging them to find a solution instead of resorting to physical violence.  What will Jan want to do next? ,0,0,2,2,2,0.8593817,0.7433194,0.66406924,81.07590485,81.90359497,72.257164,60.96247864
142, Alex rendered Sasha's service and was pleased with her attention to detail. What will Alex want to do next? , Alex was impressed by Sasha's thoroughness in providing service.  What will Alex want to do next? , Sasha's dedication to her work and attention to detail really stood out to Alex.  What will Alex want to do next? , Alex appreciated the level of care and precision that Sasha brought to the service she provided.  What will Alex want to do next? ,1,1,1,2,2,0.9008567,0.81086314,0.8721772,108.1610641,38.5892067,92.40893555,75.01770782
143, Casey ordered a package with priority shipping but two weeks passed and Casey never received the package. What will Casey want to do next? ," Casey requested a time-sensitive delivery, but two weeks elapsed without receiving the package.  What will Casey want to do next? "," Casey eagerly awaited her package with priority shipping, but it never arrived after two weeks.  What will Casey want to do next? "," The ordered package with expedited shipping failed to materialize within the agreed timeframe, leaving Casey dissatisfied and wondering about the status.  What will Casey want to do next? ",1,1,1,1,1,0.92088616,0.8826229,0.87496257,79.78464508,86.14881134,99.49099731,70.30854797
144, Sasha got revenge on her friends for the trick they played on her. How would Others feel as a result? , Sasha took action against her pals for pulling a fast one on her.  How would Others feel as a result? , Sasha got even with her buddies for the prank they pulled on her.  How would Others feel as a result? , Sasha sought retribution against her acquaintances for the deceptive maneuver they executed on her.  How would Others feel as a result? ,0,0,0,0,2,0.76188135,0.82005095,0.848104,66.00699615,91.37275696,174.344574,67.00081635
145, Skylar got a cast on her leg because they were in a car accident. What will Skylar want to do next? , Skylar had a cast put on her leg after being involved in a car collision.  What will Skylar want to do next? , Skylar got a cast on her injured leg following a car accident.  What will Skylar want to do next? , Skylar sustained an injury to their leg and received a cast as a result of a car crash.  What will Skylar want to do next? ,2,2,2,2,0,0.9560774,0.9656385,0.9000507,61.38272095,76.18951416,45.55578995,36.47708511
146, Carson shook Jan's head again after she was very angry at him. Why did Carson do this? , Carson gave Jan a stern look after she was visibly upset with him.  Why did Carson do this? , Jan's expression turned disapproving as she shook her head at Carson's actions.  Why did Carson do this? ," Carson received a strong warning from Jan, who was clearly displeased with his behavior.  Why did Carson do this? ",0,0,0,0,2,0.7942123,0.80441964,0.72896504,71.30951691,70.5848465,45.1870842,72.39383698
147, Remy left their money on a foreign bank account that was overseas. Why did Remy do this? , Remy relocated their funds to an international bank account located abroad.  Why did Remy do this? , Remy transferred their savings to a foreign bank account outside of the country.  Why did Remy do this? ," Remy moved their finances to an overseas bank account, which was situated in a distant land.  Why did Remy do this? ",1,1,0,1,0,0.8776041,0.8814412,0.86479604,150.3782806,80.33130646,71.4723053,72.74981689
148, Casey wrapped Sasha's hands around him because they are in a romantic relationship. How would you describe Casey? ," Casey embraced Sasha with his arms, signifying their deep affection as a couple.  How would you describe Casey? "," With love in her heart, Sasha wrapped her hands around Casey, cherishing their intimate bond.  How would you describe Casey? "," The two individuals, Casey and Sasha, were enveloped in each other's embrace, their hearts beating as one in their romantic relationship.  How would you describe Casey? ",0,2,2,2,0,0.8143005,0.88020015,0.75027925,95.27908325,59.6528511,50.24228668,83.40290833
149, Kai was only trying to make fun of Cameron although Cameron took Kai's compliment seriously. How would Cameron feel afterwards? ," Kai was just joking around with Cameron, but Cameron didn't get the joke and took it seriously.  How would Cameron feel afterwards? "," Kai made a lighthearted comment about Cameron, but Cameron misunderstood and thought it was a genuine compliment.  How would Cameron feel afterwards? "," Kai playfully teased Cameron, but Cameron misinterpreted the intent and responded with sincerity.  How would Cameron feel afterwards? ",0,0,2,1,0,0.84272105,0.86292434,0.80559814,36.4969635,65.76107025,162.3864136,100.8935089
150, Kendall showed off her new car to all of their friends. How would their friends feel as a result? , Kendall flashed his sleek new ride to all his buddies.  How would their friends feel as a result? , Kendall proudly displayed her stylish new car to all her girlfriends.  How would their friends feel as a result? ," Kendall showed off their brand-new set of wheels to a group of friends, regardless of gender.  How would their friends feel as a result? ",2,2,2,2,0,0.81304616,0.8883557,0.84954214,106.069191,85.5512619,35.66350555,32.14006805
151, Taylor gave Kai a lot to think about. What will happen to Taylor? , Taylor really made Kai ponder some heavy stuff.  What will happen to Taylor? , Taylor presented Kai with a lot of food for thought.  What will happen to Taylor? , Taylor dropped some knowledge that left Kai in deep contemplation.  What will happen to Taylor? ,1,1,1,1,1,0.8322436,0.8803879,0.7761159,1844.961304,116.4767685,490.6495667,63.15756989
152, Riley required every detail of the new project but he only received a partial specification. How would Riley feel afterwards? ," Riley demanded a comprehensive overview of the new project, but he only received a limited outline.  How would Riley feel afterwards? "," Riley requested a thorough breakdown of the new project, but all he got was a partial summary.  How would Riley feel afterwards? "," Riley sought a detailed description of the new project, but what he received fell short of his expectations.  How would Riley feel afterwards? ",2,2,2,2,2,0.8447917,0.8488393,0.83051264,60.76309967,47.3290863,40.69782257,115.0943069
153, Riley was coming home from work and suddenly began to hurt all over. How would you describe Riley? , Riley was making his way home from work when he suddenly felt all over aches and pains.  How would you describe Riley? ," As Riley returned home from her job, she started feeling a general discomfort all over her body.  How would you describe Riley? ", Riley had just finished their shift at work and was heading back home when they began to experience widespread bodily discomfort.  How would you describe Riley? ,2,2,2,2,2,0.8630487,0.840667,0.8403068,31.30515671,35.72433472,54.39055634,34.73664856
154, Carson tried to fight Robin last night because Robin hurt Carson a lot. What will Carson want to do next? , Carson went ballistic on Robin last night after he found out that Robin had really laid into him earlier.  What will Carson want to do next? , Carson was so upset with Robin last night because she had hurt his feelings so badly.  What will Carson want to do next? ," Carson and Robin had a major confrontation last night, with Carson feeling deeply wounded by Robin's words and actions.  What will Carson want to do next? ",2,0,0,0,2,0.7074858,0.720139,0.774375,76.89069366,59.61037064,44.08856583,77.90373993
