Unnamed: 0,Original,Paraphrases_y,Paraphrases_m,Paraphrases_o,choice_y,choice_m,choice_o,choice_b,target,sim_Young,sim_Middle,sim_Old,perplexity_young,perplexity_middle,perplexity_old,perplexity_baseline
426, Alex was saving up for a new car. Alex sold books on amazon. What will Alex want to do next? , Alex has been stashing away cash for a sick new ride. He sold some books on Amazon to help reach his goal.  What will Alex want to do next? , Alex was setting aside funds for a new car and chose to sell some of his books on Amazon as a means of supplementing his savings.  What will Alex want to do next? ," Alex has been putting aside money for a new automobile, and he decided to sell some of his books on Amazon in order to do so.  What will Alex want to do next? ",2,2,2,2,2,0.7846644,0.87184995,0.8670324,88.46891785,32.88026047,29.9431076,52.61385727
427, Robin and Casey were trying to come up with a plan. Casey did not like any ideas. Robin proposed another idea. How would Casey feel as a result? ," Robin and Casey were brainstorming and trying to come up with a plan, but Casey wasn't having it - she hated all of Robin's ideas! Finally, Robin suggested another idea that might work.  How would Casey feel as a result? "," Robin and Casey sat down to discuss their strategy, but Casey wasn't impressed with any of Robin's proposals. Despite this, Robin came up with a new plan that he thought would be effective.  How would Casey feel as a result? "," Robin and Casey were trying to come up with a solution to their problem, but Casey wasn't having any of it - she didn't like any of Robin's ideas! Eventually, Robin suggested another idea that he hoped would work.  How would Casey feel as a result? ",1,1,1,1,1,0.9342608,0.8302695,0.9169845,26.47962379,21.32993126,19.15156937,36.63898468
428, Remy gave birth to a healthy baby girl at the hospital just earlier today. How would you describe Remy? , Remy had a baby girl at the hospital just now! The little one is super healthy and adorable 🐰👶  How would you describe Remy? , Remy welcomed a beautiful baby girl into the world earlier today at the hospital. The newborn is doing well and weighs a healthy amount 🎉🍼  How would you describe Remy? ," Congratulations to Remy on giving birth to a lovely baby girl just now! The delivery went smoothly, and both mother and child are doing well 😊👧  How would you describe Remy? ",0,0,0,0,0,0.8666386,0.8143857,0.7769039,68.93856812,53.98995972,56.53226089,36.99285126
429, Riley gave Jesse a scornful look after Jesse mishaved. How would you describe Riley? , Riley totally dissed Jesse after he messed up big time.  How would you describe Riley? , Riley shot Jesse a disapproving glare after Jesse made a mistake.  How would you describe Riley? , Riley gave Jesse a stern look of disapproval after Jesse botched the task.  How would you describe Riley? ,1,1,2,1,1,0.8066748,0.86629236,0.8781216,162.0232697,127.708046,108.5957336,159.299408
430, Aubrey met a friend at the park and they decided to go play baseball. What will happen to Others? , Aubrey hooked up with a buddy at the park and they decided to hit the baseball field for some fun.  What will happen to Others? , Aubrey ran into an old friend at the park and they jointly decided to engage in a game of baseball together.  What will happen to Others? , Aubrey encountered a fellow acquaintance at the park and they collectively concluded that playing a game of baseball would be an enjoyable activity.  What will happen to Others? ,2,2,2,2,0,0.8817567,0.88549346,0.83742917,30.96970367,31.18566513,66.16518402,61.70406342
431, Riley was a cop and therefore regarded Jesse with observant eyes. Why did Riley do this? , Riley was a detective and totally checked out Jesse with his keen eyes.  Why did Riley do this? ," As a seasoned police officer, Riley eyed Jesse suspiciously with his trained observational skills.  Why did Riley do this? "," Riley, being a veteran cop, scrutinized Jesse with a discerning gaze, taking in every detail.  Why did Riley do this? ",1,1,1,1,1,0.85498667,0.7758971,0.8286881,241.0111694,206.9903412,71.85718536,143.3672028
432, Bailey moved the goalposts so they could make a field goal from farther. What will Bailey want to do next? ," Bailey totally changed the game by moving the goalposts, allowing them to score a sick field goal from way far away!  What will Bailey want to do next? "," Bailey made some unexpected adjustments to the goalposts, enabling the team to attempt a long-distance field goal.  What will Bailey want to do next? "," Bailey moved the goalposts to a more advantageous position, allowing them to attempt a field goal from a greater distance.  What will Bailey want to do next? ",0,1,1,0,1,0.87020326,0.8635305,0.9372479,94.34654999,43.27402878,32.41891098,57.11426544
433," Kai was not happy with how things were going, and Cameron took Kai's complaint seriously. How would Cameron feel afterwards? "," Kai was totally not feeling it, and Cam took Kai's gripe super seriously.  How would Cameron feel afterwards? "," Kai was unsatisfied with the current state of affairs, and Cameron gave Kai's concerns his full attention.  How would Cameron feel afterwards? "," Kai was displeased with the way things were going, and Cameron listened to Kai's grievances with great interest.  How would Cameron feel afterwards? ",2,2,2,2,2,0.84910685,0.8896451,0.9356124,142.3335571,42.16155243,33.01532364,47.1253624
434, Robin put their hand on Addison's wrist so Addison could not escape the situation. What will happen to Robin? , Robin grabbed Addison's wrist and kept them from bailing on the situation.  What will happen to Robin? ," Robin took hold of Addison's wrist, preventing them from retreating from the issue at hand.  What will happen to Robin? "," Robin grasped Addison's wrist tightly, rendering it impossible for them to escape the predicament.  What will happen to Robin? ",2,2,1,2,2,0.9050443,0.8632275,0.90493286,123.7053604,78.96353149,94.33372498,63.13338852
435, Remy paid her taxes and her friend asked her why she did that. Why did Remy do this? ," Remy dropped some serious cash on taxes and her homie was like, ""Why'd you do that?  Why did Remy do this? ", Remy paid her taxes and her friend wondered aloud why she would do such a thing.  Why did Remy do this? , Remy handed over her hard-earned money to the government and her companion inquired as to why she had done so.  Why did Remy do this? ,1,1,1,1,1,0.83956224,0.9174943,0.7692097,75.19007111,53.88271332,48.06764984,51.29455948
436, Lee came up with an idea to solve the issue of dehydration worldwide. How would you describe Lee? , Lee totally nailed it with his genius idea to tackle dehydration globally!  How would you describe Lee? , Lee had an innovative thought to address the issue of dehydration worldwide.  How would you describe Lee? , Lee came up with a brilliant plan to overcome the problem of dehydration affecting people all over the world.  How would you describe Lee? ,2,2,2,2,1,0.7983058,0.9424642,0.91094863,580.0400391,206.9830322,37.71058273,64.06030273
437, Bailey forgot to bring the present to a birthday party. What will Others want to do next? , Bailey totally spaced out and forgot to bring the gift to the birthday party! 😳  What will Others want to do next? , Bailey overlooked bringing the present to the birthday celebration. 🙅‍♂️  What will Others want to do next? , Bailey failed to remember bringing the gift to the party. 🤷‍♀️  What will Others want to do next? ,2,2,1,2,1,0.9147793,0.88649184,0.8649586,90.77597809,108.434967,48.10599899,91.89758301
438, kai was an outrageous fool so he stole carson's tools. How would Carson feel as a result? ," Kai was a total joker, so he swiped Carson's gear.  How would Carson feel as a result? "," Kai was reckless and impulsive, so he took Carson's equipment without permission.  How would Carson feel as a result? "," Kai was a mischievous young man, so he borrowed Carson's tools without asking.  How would Carson feel as a result? ",2,2,2,2,2,0.56617093,0.61465657,0.66912204,103.9783096,96.08298492,63.12571716,638.4159546
