idx,sentences_df1,choices_df1,scores_df1,sentences_df2,choices_df2,scores_df2,targets,B==T,A==T
865, Taylor gave help to a friend who was having trouble keeping up with their bills. What will their friend want to do next? ,"['Help the friend find a higher paying job', 'Thank Taylor for the generosity', 'Pay some of their late employees']",1," Taylor assisted their acquaintance with financial management, as they were experiencing difficulty keeping up with their bills.  What will their friend want to do next? ","['Help the friend find a higher paying job', 'Thank Taylor for the generosity', 'Pay some of their late employees']",2,1,TRUE,FALSE
867, Taylor answered the door and saw the mailman with a box in his hand. What will Taylor want to do next? ,"['Order a package', 'Close the door', 'Thanks the mailman']",0," Taylor, who had been anticipating the arrival of a package, was pleasantly surprised to see the mailman at the door with a delivery in hand.  What will Taylor want to do next? ","['Order a package', 'Close the door', 'Thanks the mailman']",2,2,FALSE,TRUE
870, Skylar was so excited that her mother bought her a new dress. How would you describe Skylar? ,"['Elated', 'Very happy', 'A person who likes fashion']",1, Skylar was ecstatic that their parent acquired a beautiful new outfit for them.  How would you describe Skylar? ,"['Elated', 'Very happy', 'A person who likes fashion']",2,0,FALSE,FALSE
873, Kendall was being careless and accidentally set fire to Sydney. Sydney had to go to the hospital because of the burns. How would Kendall feel afterwards? ,"['Remorseful', 'Dangerous to be around', 'Reckless']",0," Kendall's thoughtless actions led to a fire that left Sydney with injuries, requiring hospitalization.  How would Kendall feel afterwards? ","['Remorseful', 'Dangerous to be around', 'Reckless']",2,0,TRUE,FALSE
877, Riley wanted to see her friend but couldn't and she began to hurt so bad. What will Riley want to do next? ,"['Call her friend', ""Find out why she couldn't go see her friend""]",1," Riley yearned to connect with their close companion, yet they were unable to do so, leading to an overwhelming sense of sorrow and disappointment.  What will Riley want to do next? ","['Call her friend', ""Find out why she couldn't go see her friend""]",0,1,TRUE,FALSE
881, Ash was having a hard time setting up his tent in the woods. Remy helped set up Ash's tent for him. What will happen to Ash? ,"['Be covered from the rain', 'Be admired by Ash for setting up the tent', 'Be thanked by Ash for setting up the tent']",1," Ash encountered some difficulties with his tent in the woods, and Remy provided support by helping him establish a comfortable campsite.  What will happen to Ash? ","['Be covered from the rain', 'Be admired by Ash for setting up the tent', 'Be thanked by Ash for setting up the tent']",2,0,FALSE,FALSE
883, Taylor gave a book to a friend since they were done with it. What will happen to Taylor? ,"['Be thanked', 'Bad', 'Share the book']",0, Taylor passed on the book to their acquaintance once they were no longer interested in it.  What will happen to Taylor? ,"['Be thanked', 'Bad', 'Share the book']",1,0,TRUE,FALSE
884, Cameron is very strong but loyal to friends. How would you describe Cameron? ,"['Proud', 'Concerned', 'Excited']",0," Cameron possesses impressive physical strength, yet prioritizes the well-being of those close to him.  How would you describe Cameron? ","['Proud', 'Concerned', 'Excited']",1,0,TRUE,FALSE
911, Austin stole the flag off the flagpole and wrapped it around his girlfriend's waist. What will happen to Austin? ,"['The other children who respect the flag will tell Austin to put it back', 'Other people would become angry at this desecration', 'Other people would think Austin hates America']",0," Austin purloined the flag from the pole and enveloped his significant other with it, their bodies entwined in a playful embrace.  What will happen to Austin? ","['The other children who respect the flag will tell Austin to put it back', 'Other people would become angry at this desecration', 'Other people would think Austin hates America']",1,0,TRUE,FALSE
913," After a long night of drinking and partying, Sasha wetted the bed. How would you describe Sasha? ","['Embarrassed', 'Not careful and sloppy', 'The adult in the room']",1, Sasha experienced an unfortunate incident in bed following a lively evening with friends.  How would you describe Sasha? ,"['Embarrassed', 'Not careful and sloppy', 'The adult in the room']",0,0,FALSE,TRUE
916," Jesse wanted to flunk Bailey for her bad behavior, but Bailey passed Jesse's examination. What will Bailey want to do next? ","['Complain', 'Celebrate', 'Study for the test']",1," Jesse was displeased with Bailey's actions and considered giving her a low score, yet Bailey's proficiency on the exam earned her a passing grade, leaving Jesse speechless.  What will Bailey want to do next? ","['Complain', 'Celebrate', 'Study for the test']",0,1,TRUE,FALSE
923, Ash used logical thought throughout the writing of the fantasy book. What will Ash want to do next? ,"['Wait and worry about rejection', ""So it'll be liked"", 'Make it believable']",0, Ash's thoughtful approach to writing the fantasy book led to a coherent and engaging story.  What will Ash want to do next? ,"['Wait and worry about rejection', ""So it'll be liked"", 'Make it believable']",2,2,FALSE,TRUE
927, sasha was bored so she gave bob a haircut for free. How would Others feel as a result? ,"['As unappreciative', 'Fulfilled', 'As thankful']",0," Sasha had some extra time on her hands, so she generously provided Bob with a haircut at no additional charge.  How would Others feel as a result? ","['As unappreciative', 'Fulfilled', 'As thankful']",1,2,FALSE,FALSE
928, Sasha got revenge on the people by putting some sand in their food at lunch. Why did Sasha do this? ,"['Gather sand', 'Be mean', 'Make friends']",1," Sasha sought retribution by surreptitiously incorporating a granular substance into the food of those who had wronged them, creating an unexpected texture at lunch.  Why did Sasha do this? ","['Gather sand', 'Be mean', 'Make friends']",2,1,TRUE,FALSE
931, Cameron got to the yard and stopped the dog fight before someone else. What will Cameron want to do next? ,"['Wash his hands good', 'Laugh at the dogs', 'Save on vet bills']",2," Cameron showed up at the scene and halted the canine brawl before the situation got any worse, preventing others from needing to interfere.  What will Cameron want to do next? ","['Wash his hands good', 'Laugh at the dogs', 'Save on vet bills']",1,0,FALSE,FALSE
936, Jan came over one night. The house was messy and smelled. What will Jan want to do next? ,"['Was feeling ill and needed to rest', 'Go to sleep all day at the house', 'Not go back to the house']",1," Jan visited during an evening of chaos, where the atmosphere was overwhelmed by unpleasant odors and disarray.  What will Jan want to do next? ","['Was feeling ill and needed to rest', 'Go to sleep all day at the house', 'Not go back to the house']",2,2,FALSE,TRUE
940, quinn was bored of wearing pants so she wore jeans to school the next day. How would Quinn feel afterwards? ,"['Calm', 'The first pair of jeans were designed', 'Often baffling']",2," Quinn grew tired of their typical pant attire and donned a different, more relaxed garment - jeans - for their next scholastic excursion.  How would Quinn feel afterwards? ","['Calm', 'The first pair of jeans were designed', 'Often baffling']",0,0,FALSE,TRUE
943, Kendall took Skylar's schedule into account when planning the trip for their summer vacation. How would you describe Kendall? ,"['Supported', 'Include Skylar', 'Pleased']",1," The duo took a collaborative approach to planning their trip, taking into account each other's schedules and preferences to create the perfect summer adventure.  How would you describe Kendall? ","['Supported', 'Include Skylar', 'Pleased']",0,0,FALSE,TRUE
948, Riley was really hungry so she ate Jordan's bread. How would you describe Riley? ,"['Looking at some of the reasons to hungry', 'Happy', 'Uncaring']",2," Riley was craving something savory, and Jordan's freshly baked bread hit the spot.  How would you describe Riley? ","['Looking at some of the reasons to hungry', 'Happy', 'Uncaring']",1,2,TRUE,FALSE
956, Kai lit a fire and it blew up. What will Kai want to do next? ,"['Put the fire out', 'Make the fire bigger', 'Get a lighter']",0, Kai ignited a flame that escalated into an unintended inferno.  What will Kai want to do next? ,"['Put the fire out', 'Make the fire bigger', 'Get a lighter']",1,0,TRUE,FALSE
968, taylor knew kai was ignorant so he filled kai's mind with dangerous ideas. What will happen to Kai? ,"['Guilty', 'Indoctrinate a person', 'Kai will do something stupid']",2, Taylor identified Kai's limited perspective and intentionally introduced unconventional concepts to challenge his narrow thinking.  What will happen to Kai? ,"['Guilty', 'Indoctrinate a person', 'Kai will do something stupid']",0,2,TRUE,FALSE
969, Jan moved to a new town and found to friends. What will Jan want to do next? ,"['Talk to their friends', 'Find a job in their new town', 'Find a place to live in their new town']",0, Jan transferred to a different town and successfully connected with some companions.  What will Jan want to do next? ,"['Talk to their friends', 'Find a job in their new town', 'Find a place to live in their new town']",1,0,TRUE,FALSE
977, Riley saw Jesse and regarded Jesse with hurtful eyes after what happened. What will happen to Riley? ,"['Go be alone', 'Cry', 'Cheer up Jesse']",0," Riley gazed at Jesse with a mixture of pain and resentment, their emotions still raw from the recent fallout.  What will happen to Riley? ","['Go be alone', 'Cry', 'Cheer up Jesse']",1,1,FALSE,TRUE
