idx,sentences_df1,choices_df1,scores_df1,sentences_df2,choices_df2,scores_df2,targets,perplexity_female,F==T,B==T,perplexity_baseline
655, Kendall bought anything required for a fun night on the town. What will Kendall want to do next? ,"['Put on makeup', 'Turn on a movie', 'Go to sleep']",0, Kendall grabbed everything we needed for a fun and memorable evening on the town.  What will Kendall want to do next? ,"['Put on makeup', 'Turn on a movie', 'Go to sleep']",0,0,48.6557579,TRUE,TRUE,69.06932831
656, Bailey picked out her baby's name months ago and was ready to give birth. How would you describe Bailey? ,"['Relieved that the process was over', 'Happy with motherhood', 'Ready to be a nurse']",1, Bailey had decided on her baby's name months in advance and was excited to finally give birth.  How would you describe Bailey? ,"['Relieved that the process was over', 'Happy with motherhood', 'Ready to be a nurse']",1,1,35.38848495,TRUE,TRUE,47.70847321
657, Ash threw up their arms because their friend treated them disrespectfully while hanging out together. How would Ash feel afterwards? ,"['Happy with her friend', 'As if she had been disrespected', ""Mad at Ash's friend""]",2, Ash threw her arms up in disappointment because her friend had treated her without respect while they were spending time together.  How would Ash feel afterwards? ,"['Happy with her friend', 'As if she had been disrespected', ""Mad at Ash's friend""]",1,1,58.30148315,TRUE,FALSE,99.9257431
658, Robin let Carson explain themself because it only seemed fair to hear their side of the story. How would Carson feel as a result? ,"['Listening to them', 'As fair', 'Unfair']",1," Robin gave Carson the opportunity to share their side of the story, wanting to be fair and hear their thoughts.  How would Carson feel as a result? ","['Listening to them', 'As fair', 'Unfair']",1,1,57.12208557,TRUE,TRUE,90.2743988
659, Sydney felt bad afterwards when she hurt her friend's feelings. What will Sydney want to do next? ,"[""Ignore her friend's feelings"", 'Dislike their friend', 'Do something nice to her friend']",2, Sydney felt terrible after she inadvertently hurt her friend's feelings with her thoughtless words.  What will Sydney want to do next? ,"[""Ignore her friend's feelings"", 'Dislike their friend', 'Do something nice to her friend']",2,2,69.12303925,TRUE,TRUE,61.47071075
660, Bailey was busy. They hired Tracy as an assistant to help them out. Why did Bailey do this? ,"['Needed some help', 'Thought they knew it all', 'Thought highly of themself']",0," Bailey was overwhelmed with their tasks, so they hired Tracy as an assistant to support them.  Why did Bailey do this? ","['Needed some help', 'Thought they knew it all', 'Thought highly of themself']",0,0,71.9488678,TRUE,TRUE,50.90288162
661," Riley had their arms raised for most of the concert, but lowered them toward the end. Why did Riley do this? ","['Know directions', 'Had lost the energy', 'Attend an event']",1," Riley kept her arms up for most of the concert, but eventually lowered them near the end.  Why did Riley do this? ","['Know directions', 'Had lost the energy', 'Attend an event']",1,1,40.19517899,TRUE,TRUE,49.06303787
662," Cameron had a pain in their mouth that was not going away, they called the dentist. How would you describe Cameron? ","['Nervous about the pain', 'Uncaring about their health', 'Excited to see what happened']",0," Cameron had a throbbing pain in their mouth that just wouldn't quit, so they called the dentist to make an appointment.  How would you describe Cameron? ","['Nervous about the pain', 'Uncaring about their health', 'Excited to see what happened']",0,0,40.04336929,TRUE,TRUE,52.73796463
663, Casey was grading a paper that put effort in to the length. They took it into account. How would you describe Casey? ,"['Likes to see kids learn', 'A mean person', 'Exhausted']",0," Casey thoroughly reviewed the paper, taking into account the level of detail and research that went into it.  How would you describe Casey? ","['Likes to see kids learn', 'A mean person', 'Exhausted']",0,0,28.93340111,TRUE,TRUE,125.96875
664, Kai handed back the mail after seeing if she got the check she was waiting for. Why did Kai do this? ,"['Deposit the check', 'Did this to gain information', 'Did this to be sneaky']",0, Kai handed back the mail once she confirmed if she had received the check she was expecting.  Why did Kai do this? ,"['Deposit the check', 'Did this to gain information', 'Did this to be sneaky']",0,1,75.17770386,FALSE,FALSE,56.71932602
665, Robing was rushing to clean the kitchen and accidentally left food out. What does Robin need to do before this? ,"['Clean the kitchen', 'Put food away', 'Make food']",1, Rachel was speeding through her cleaning tasks and accidentally left groceries out.  What does Robin need to do before this? ,"['Clean the kitchen', 'Put food away', 'Make food']",1,2,415.4472046,FALSE,FALSE,162.0744171
666," Sydney rubbed Addison's head, especially her eyebrows, trying to make her go to sleep. Why did Sydney do this? ","['Sneak out with Diane', 'Loved Addison and knew she had a migraine headache and wanted it gone', 'Play his games']",1," Sydney softly caressed Addison's head, paying special attention to her eyebrows, to help her drift off to dreamland.  Why did Sydney do this? ","['Sneak out with Diane', 'Loved Addison and knew she had a migraine headache and wanted it gone', 'Play his games']",1,1,51.18858719,TRUE,TRUE,46.2863121
667, It was summertime and Bailey was tired of having hair on the back of their neck. Bailey went to a salon and had their hair chopped short. How would you describe Bailey? ,"['Sensible', 'Beautiful', 'Glamorous']",0," As the sun beat down on Bailey's neck, they became increasingly irritated by the unwanted hair growth. To solve the problem, Bailey visited a salon for a quick haircut.  How would you describe Bailey? ","['Sensible', 'Beautiful', 'Glamorous']",0,0,34.26829147,TRUE,TRUE,37.25249481
668, Cameron took Kai's complaints seriously and told Kai that they were in love with Kai. What will happen to Kai? ,"['Have to explain that they were joking', 'They will kiss Kai', 'They will go on a date']",0, Cameron carefully listened to Kai's concerns and gently told Kai that they had fallen head over heels in love with them.  What will happen to Kai? ,"['Have to explain that they were joking', 'They will kiss Kai', 'They will go on a date']",2,2,61.65362167,TRUE,FALSE,58.75583649
669, Tracy enjoyed constructing things and made a table. How would she feel as a result? ,"['Accomplished', 'Frustrated', 'Bored']",0, Tracy loved making that adorable table all by herself! It was such a fulfilling experience to see her hard work pay off and have a tangible result.  How would she feel as a result? ,"['Accomplished', 'Frustrated', 'Bored']",0,0,59.44967651,TRUE,TRUE,154.9636993
670, Robin took their history test seriously by studying hard the night before. How would Robin feel afterwards? ,"['They are smart', 'They are the best', 'Like taking the test']",2," Robin was totally focused on acing their history test, so they hit the books hard last night.  How would Robin feel afterwards? ","['They are smart', 'They are the best', 'Like taking the test']",2,0,185.1462708,FALSE,FALSE,192.9138641
671, Alex paid attention to the details when he took his school exam. What does Alex need to do before this? ,"['Read his school books', 'Did this to get a good grade', 'Go on a vacation']",0," Alex carefully reviewed all the information before taking his school exam, ensuring that he was well-prepared.  What does Alex need to do before this? ","['Read his school books', 'Did this to get a good grade', 'Go on a vacation']",0,0,50.05285263,TRUE,TRUE,65.33596039
672, Cameron rode Jan's motorcycle and thought they might get one for themself. What will happen to Cameron? ,"[""Buy Jan's motorcycle"", 'Consider getting a motorcycle', ""Ask about buying Jan's motorcycle""]",2," Jan let Cameron ride their motorcycle, and they both thought it might be a good idea to get one for themselves.  What will happen to Cameron? ","[""Buy Jan's motorcycle"", 'Consider getting a motorcycle', ""Ask about buying Jan's motorcycle""]",2,1,59.63010406,FALSE,FALSE,154.960083
673," Riley was trying to defend themselves, but they were not able to get a word in edgeways. What will Riley want to do next? ","['Interrupt', 'Walk away from the conversation', 'Smile about the conversation']",0," Riley was fiercely trying to explain themselves, but they were constantly interrupted.  What will Riley want to do next? ","['Interrupt', 'Walk away from the conversation', 'Smile about the conversation']",0,1,79.73235321,FALSE,FALSE,28.15765572
674, Carson got in his car and drove to visit his dad. How would Carson feel afterwards? ,"['Bored', 'Happy', 'A good son']",0, Carson climbed into his vehicle and made his way to his father's house for a visit.  How would Carson feel afterwards? ,"['Bored', 'Happy', 'A good son']",1,2,18.49892235,FALSE,FALSE,43.22919083
675, Riley broke loose from the house. He thought he would never get out of there. Why did Riley do this? ,"['Stay in the house longer', 'Think about his life', 'Go home for a while']",1," Riley courageously escaped from the house, thinking she'd never be trapped again.  Why did Riley do this? ","['Stay in the house longer', 'Think about his life', 'Go home for a while']",2,1,38.13931274,FALSE,TRUE,26.28190422
676, Remy noticed that the people were about to fight. Remy prevented the people from engaging. What does Remy need to do before this? ,"['Find out why they were going to fight', 'Promote reason', 'Promote hate']",0, Remy saw that the people were on the verge of a physical confrontation. Remy quickly intervened to prevent the situation from getting out of hand.  What does Remy need to do before this? ,"['Find out why they were going to fight', 'Promote reason', 'Promote hate']",0,0,24.51675606,TRUE,TRUE,68.16931152
677, Robin told Carson that they needed some help with moving to a new home. What will Carson want to do next? ,"['Buy a cat', 'Move', 'Borrow boxes']",2, Robin mentioned to Carson that they needed some help with moving into a new home.  What will Carson want to do next? ,"['Buy a cat', 'Move', 'Borrow boxes']",2,2,65.17449951,TRUE,TRUE,43.90703964
678," Skylar wanted to go out without her mother's permission, so she pulled the wool over her eyes. What will Skylar want to do next? ","['Go to bed', 'Sneak out', 'Watch television']",1," Skylar desperately wanted to go out and have some fun without her mom's constant supervision, so she decided to use her charm and wit to get her way.  What will Skylar want to do next? ","['Go to bed', 'Sneak out', 'Watch television']",1,1,27.35791016,TRUE,TRUE,27.07614708
