idx,sentences_df1,choices_df1,scores_df1,sentences_df2,choices_df2,scores_df2,targets
233, Quinn was starting to get the strength back in his legs after months of physical therapy. How would Quinn feel afterwards? ,"['Proud of working so hard for months', 'Upset at having done so little', 'Persistent']",2, Quinn was recovering well from his injuries and was starting to notice an improvement in his muscle strength after undergoing extensive physical therapy over the past few months.  How would Quinn feel afterwards? ,"['Proud of working so hard for months', 'Upset at having done so little', 'Persistent']",2,0
234, Jordan felt bad after vandalizing a building so they paid their debt to society by cleaning up everything they had done. How would you describe Jordan? ,"['Remorseful', 'Clear-minded', 'Proud']",0," Jordan felt a great deal of remorse for vandalizing the building, and as a way to make amends, they thoroughly cleaned up the area.  How would you describe Jordan? ","['Remorseful', 'Clear-minded', 'Proud']",0,0
235, Jan and their partner were going to a big new year's party at a bar downtown. Jan decided to leave the car keys at home and take a taxi. Why did Jan do this? ,"['Drink at the party', 'Take a taxi home', 'Avoid paying for parking']",2," Jan and their significant other planned to attend a big New Year's party at a bar in the city center, and they wisely decided to forego driving and take a taxi instead.  Why did Jan do this? ","['Drink at the party', 'Take a taxi home', 'Avoid paying for parking']",2,0
236, Tracy saw a robbery so he ran for his life to the police station where he was asked to fill out a report about the crime. What will Tracy want to do next? ,"['Write down what happened', 'Run back to the robber', 'Be placed in jail']",0," Tracy saw a suspicious character committing a robbery, so he quickly ran to the police station to recount the events and provide a statement.  What will Tracy want to do next? ","['Write down what happened', 'Run back to the robber', 'Be placed in jail']",0,0
237," Kendall's shirt was very expensive, and they lost it over there. How would Kendall feel afterwards? ","['Accident prone', 'Mad', 'Happy']",1, Kendall's shirt was very expensive and they seem to have lost it over there.  How would Kendall feel afterwards? ,"['Accident prone', 'Mad', 'Happy']",1,1
238, Lee challenged her to a fight by pointing his sword in her direction. What will she want to do next? ,"['Get ready for battle', 'Pick up a sword', 'Put her sword away']",2," Lee confronted her with a fierce determination, pointing his sword in her direction and issuing a clear challenge for a battle of strength and skill.  What will she want to do next? ","['Get ready for battle', 'Pick up a sword', 'Put her sword away']",2,0
239, Alex had been caught up in many crimes so one day Alex escaped to Mexico. What will Others want to do next? ,"['Avoid getting caught', 'Try to arrest Alex', 'Get away from trouble']",1," Alex had been mixed up in some shady dealings and eventually found it necessary to leave the country, so they relocated to Mexico.  What will Others want to do next? ","['Avoid getting caught', 'Try to arrest Alex', 'Get away from trouble']",0,0
240," Sydney appeared wounded, on the ground, so Kia Crowded around Sydney to assess the damage. What does Kai need to do before this? ","['Go to the hospital next', 'Be worried', 'Panic']",1," Sydney was visibly hurt and lying on the ground, so Kia gathered around to see if they needed any assistance.  What does Kai need to do before this? ","['Go to the hospital next', 'Be worried', 'Panic']",1,1
241," Taylor wanted to break up Kai's romance with Tom, and spread rumors. What will happen to Kai? ","['Believe Taylor and break up with Tom', 'Decide to become a nun instead', ""Believe Taylor but still remain Tom's lover""]",0, Taylor had the intention of causing trouble in Kai's love life with Tom by spreading harmful rumors.  What will happen to Kai? ,"['Believe Taylor and break up with Tom', 'Decide to become a nun instead', ""Believe Taylor but still remain Tom's lover""]",0,0
242, Robin let Carson explain to their parents what had happened at school. What does Robin need to do before this? ,"[""Think Carson shouldn't explain"", 'Be open', 'Think Carson should explain']",1, Robin gave Carson the opportunity to explain the situation to their parents in detail.  What does Robin need to do before this? ,"[""Think Carson shouldn't explain"", 'Be open', 'Think Carson should explain']",1,2
243, Sasha heard a rumor and acted on it and saved their company from destruction. Why did Sasha do this? ,"['Be unemployed', 'Lose their job', 'Get a raise']",2," Sasha heard a whisper of a rumor and, with quick thinking and decisive action, managed to steer their company away from impending disaster.  Why did Sasha do this? ","['Be unemployed', 'Lose their job', 'Get a raise']",2,2
244," Riley sold Sydney's painting to the bidder, but they didn't have enough money. What will Riley want to do next? ","['Try selling it again', 'Get more money', 'Take the painting from the buyer']",1," Riley managed to sell Sydney's artwork to the highest bidder, however, it appears that the buyer did not have enough money to complete the transaction.  What will Riley want to do next? ","['Try selling it again', 'Get more money', 'Take the painting from the buyer']",1,0
245, Casey's children were playing in a park next to Jesse's house. Where will Casey take the children? ,"['Continue playing', 'Avoid contact with Jesse', 'Make them safe']",2, Casey's little ones were frolicking in the recreational area near Jesse's abode.  Where will Casey take the children? ,"['Continue playing', 'Avoid contact with Jesse', 'Make them safe']",2,0
246," Sydney went to our family farm, taking the trash with her, and set it on fire on the ground. How would Sydney feel afterwards? ","['Feeling strong', 'Burning down', 'Upset because the fire has gotten out of control']",1," Sydney made her way to the family farm with the trash in tow, then carefully set it alight in a safe and controlled manner. 🐄💯🔥  How would Sydney feel afterwards? ","['Feeling strong', 'Burning down', 'Upset because the fire has gotten out of control']",1,2
247, Austin was having a great day and felt wonderful. What will Austin want to do next? ,"['Scowl at a stranger', 'Smile at a stranger', 'Enjoy it too']",2, Austin was having a marvelous day and felt absolutely delightful.  What will Austin want to do next? ,"['Scowl at a stranger', 'Smile at a stranger', 'Enjoy it too']",1,1
248, Austin just proved a way to predict cancer rates irrefutably. What will Others want to do next? ,"['Share this knowledge with others', ""Laugh at Austin's accomplishment"", 'Hire Austin for cancer research']",1," Austin's breakthrough discovery offers a definitive approach to predicting cancer rates with unparalleled accuracy, offering hope to those affected by this devastating disease.  What will Others want to do next? ","['Share this knowledge with others', ""Laugh at Austin's accomplishment"", 'Hire Austin for cancer research']",0,2
249, Carson dropped the whole pizza on the floor. Carson was at a friend's house. How would Carson feel afterwards? ,"['Bad that they ruined the food', 'Excited that they did this', 'Happy that they dropped the pizza']",0, Carson carelessly allowed the pizza to fall onto the ground at their friend's residence.  How would Carson feel afterwards? ,"['Bad that they ruined the food', 'Excited that they did this', 'Happy that they dropped the pizza']",0,0
250, Robin has been sick in the ER and Alex has been right there by her side but he had to leave to go to work. What will Robin want to do next? ,"['Call someone else to come stay at the hospital with her', 'Visit after work', ""Stay by Alex's side when he gets home""]",2," Robin has fallen ill and been in the emergency room, and Alex has been right there with her every step of the way, but alas, he had to take a leave of absence from work to be with her. 🤕  What will Robin want to do next? ","['Call someone else to come stay at the hospital with her', 'Visit after work', ""Stay by Alex's side when he gets home""]",2,0
251, Robin called up Jan's friends for a girl's night out and went out. How would you describe Robin? ,"['Happy', 'Left out', 'Friendly']",0, Robin contacted Jan's acquaintances to arrange a ladies' social gathering and they all enjoyed themselves. 👵🍵  How would you describe Robin? ,"['Happy', 'Left out', 'Friendly']",2,2
