idx,sentences_df1,choices_df1,scores_df1,sentences_df2,choices_df2,scores_df2,targets
608, Kai was babysitting her younger brother Kai when it began to storm.  Kai kept Taylor calm by making popcorn and putting his favorite movie on television. What does Kai need to do before this? ,"['Plug in the popcorn popper', ""Get a good night's sleep"", 'Watch the movie']",0," Kai was watching her little bro Kai when the storm rolled in. To keep him chill, she whipped up some popcorn and put on his fave movie.  What does Kai need to do before this? ","['Plug in the popcorn popper', ""Get a good night's sleep"", 'Watch the movie']",1,0
609, Sydney took the trash to the burn barrel then set the trash on fire. What will Sydney want to do next? ,"['Go inside', 'Put out the fire', 'Gather the trash needed for disposal']",1," Sydney totally incinerated those trash cans, dude! Like, she was all like ""bye-bye, garbage!"" and set them ablaze.  What will Sydney want to do next? ","['Go inside', 'Put out the fire', 'Gather the trash needed for disposal']",1,0
610, Sydney wanted to be a doctor so they knew that they had to work very hard in school to get the right grades to get in to university to study medicine. How would Others feel as a result? ,"['Others were bored of Sydney', 'Others were proud of Sydney', ""Others were unimpressed by Sydney's dedication""]",1," Sydney was determined to become a doctor, so they buckled down and studied super hard in school to get the best grades possible and secure a spot at the uni for med school.  How would Others feel as a result? ","['Others were bored of Sydney', 'Others were proud of Sydney', ""Others were unimpressed by Sydney's dedication""]",1,1
611," Jordan mentioned Casey in chapter one, because he is planning on bending the knee with a ring in hand very soon. What will Jordan want to do next? ","['Go to a theme park with Casey', 'Propose to Casey for marriage', 'Buy the ring']",2, Jordan totally mentioned Casey in chapter one because he's been crushing on her and wants to put a ring on it ASAP! 💍😍  What will Jordan want to do next? ,"['Go to a theme park with Casey', 'Propose to Casey for marriage', 'Buy the ring']",2,1
612, Casey decided to learn about cooking so she took a Saturday evening cooking class instead of spending time with her boyfriend. How would Others feel as a result? ,"['Excited to date a good cook', 'Like they are cooking too', 'Inattentive to the needs of her boyfriend at time']",1," Casey got sick of Netflix and chillin' with her BF, so she signed up for a cooking class to learn some new skills and meet some cool people.  How would Others feel as a result? ","['Excited to date a good cook', 'Like they are cooking too', 'Inattentive to the needs of her boyfriend at time']",0,2
613, Quinn decided for a change so they colored their hair red. What does Quinn need to do before this? ,"['Comb his hair', 'Cut their hair', 'Buy hair conditioner']",0, Quinn totally transformed their look by dyeing their hair a fiery red color! 🔥  What does Quinn need to do before this? ,"['Comb his hair', 'Cut their hair', 'Buy hair conditioner']",0,2
614, Jesse used notes throughout this book and was going to use them to study. What will Jesse want to do next? ,"['Throw the notes away', 'Do well on his test', 'Examine the notes closely']",2, Jesse totally relied on notes throughout this book and was gonna use them to cram for exams.  What will Jesse want to do next? ,"['Throw the notes away', 'Do well on his test', 'Examine the notes closely']",2,2
615, Addison was watching women at a fashion show. They regarded every girl. How would Addison feel afterwards? ,"['Sad', 'Bored', 'Happy']",1, Addison was totally checking out those models at the fashion show. They were totes gorgeous!  How would Addison feel afterwards? ,"['Sad', 'Bored', 'Happy']",2,1
616, Robin left Tracy's home late at night and began the long walk home. How would Robin feel afterwards? ,"['Nervous', 'Ing to walk alone', 'Eager to get home']",0," Robin bounced out of Tracy's crib after a lit night and started strolling home, feeling like a boss.  How would Robin feel afterwards? ","['Nervous', 'Ing to walk alone', 'Eager to get home']",2,2
617, Addison was mad at the character so they threw a pie at them. How would Addison feel afterwards? ,"['Clownish', 'Remorse', 'Furious']",0," Addison was totally miffed at that character, so they chucked a pie right at them! 🍰😡  How would Addison feel afterwards? ","['Clownish', 'Remorse', 'Furious']",1,1
618, Alex helped Casey escape from harms way to keep them safe. How would Alex feel afterwards? ,"['Capable', 'Like Carson should be safe', 'Good for helping']",0, Alex totally saved Casey from a super dangerous situation and kept them safe!  How would Alex feel afterwards? ,"['Capable', 'Like Carson should be safe', 'Good for helping']",0,2
619, Sydney had a christmas party for her coworkers at the restaurant. What will Sydney want to do next? ,"['Ignore the guests', 'Plentiful', 'Forget to order refreshments']",1, Sydney threw a sick Christmas party for her squad at that dope restaurant! 🎅🏻🍽️  What will Sydney want to do next? ,"['Ignore the guests', 'Plentiful', 'Forget to order refreshments']",1,1
620, Robin let Carson take the lead on the project and take most of the credit. How would you describe Robin? ,"['Interested in promoting their career', 'Not comfortable being the center of attention', 'Always trying to get ahead']",1, Robin totally trusted Carson to run the project and let him take all the glory!  How would you describe Robin? ,"['Interested in promoting their career', 'Not comfortable being the center of attention', 'Always trying to get ahead']",1,1
621, Lee punched Mike because he had been insulting him at school. Why did Lee do this? ,"['Stop Mike from insulting him', 'Break up the fight', 'Become friends with Mike']",0," Lee totally lost it when Mike kept dissing him at school, so he threw down and punched him out!  Why did Lee do this? ","['Stop Mike from insulting him', 'Break up the fight', 'Become friends with Mike']",0,0
622," After reading Casey's graduate thesis, Remy gave Casey a different interpretation in an effort to help improve the thesis. What does Remy need to do before this? ","['Wanted to give Casey something to think about', 'Familiarize themselves with the research Casey has done', ""Skim over most of Casey's notes""]",1," Remy totally reinterpreted Casey's thesis after reading it, like, in a super cool way to help Casey improve it, you know?  What does Remy need to do before this? ","['Wanted to give Casey something to think about', 'Familiarize themselves with the research Casey has done', ""Skim over most of Casey's notes""]",2,1
623, Jesse stood by Cameron instead of the other people at the show. How would Jesse feel afterwards? ,"['Awful', 'Feeling great', 'Was there for someone']",2, Jesse hung out with Cameron instead of the crowd at the concert.  How would Jesse feel afterwards? ,"['Awful', 'Feeling great', 'Was there for someone']",0,2
624, Jordan talked behind Ash's back to say mean things about her. How would you describe Jordan? ,"['Sneaky', 'Two-faced', 'Truthful']",1," Jordan gossiped about Ash behind her back, saying some pretty hurtful stuff.  How would you describe Jordan? ","['Sneaky', 'Two-faced', 'Truthful']",1,1
625, Riley is the most popular student in the school. What will Others want to do next? ,"['Run for class president', 'Run for student council', ""Join Riley's gang""]",2," Riley is totally the coolest kid in school, like, everyone loves them!  What will Others want to do next? ","['Run for class president', 'Run for student council', ""Join Riley's gang""]",2,2
626, Jordan brought the family for a day out at the beach but when they got there Jordan realised that they had left the food at home for the picnic. How would you describe Jordan? ,"['Forgetful', 'Annoyed', 'Frustrated']",0," Jordan took the fam to the beach, but they forgot the grub at home for the picnic.  How would you describe Jordan? ","['Forgetful', 'Annoyed', 'Frustrated']",0,0
627, Addison was already full from lunch but ate the cereal anyway. How would Addison feel afterwards? ,"[""Eats even when she's not hungry"", ""'s stuffed"", 'Sick']",0," Addison was already stuffed from lunch, but they still devoured the cereal like it was going out of style.  How would Addison feel afterwards? ","[""Eats even when she's not hungry"", ""'s stuffed"", 'Sick']",0,1
628, Jordan won a car and could not believe his luck. How would Jordan feel afterwards? ,"['Thrilled', 'Upset', 'Angry']",0, Jordan was totally stoked when he won a sick new car and couldn't even wrap his head around how lucky he was!  How would Jordan feel afterwards? ,"['Thrilled', 'Upset', 'Angry']",0,0
629, Robin proposed another idea and suggested going to the movies. Why did Robin do this? ,"['Do what she wanted', 'Consider the options before this', 'Follow the crowd']",1, Robin tossed out another suggestion and thought it would be a blast to catch a flick at the movies!  Why did Robin do this? ,"['Do what she wanted', 'Consider the options before this', 'Follow the crowd']",1,0
