idx,sentences_df1,choices_df1,scores_df1,sentences_df2,choices_df2,scores_df2,targets,perplexity_baseline,perplexity_male,misclassification,B==T,M==T
318, Bailey agreed to a date with their boss then had second thoughts and decided not to show up. How would you describe Bailey? ,"['A worrier', 'Free spirited', 'Anxious and guilty']",2," Bailey committed to a date with their supervisor and later had cold feet, ultimately deciding not to attend.  How would you describe Bailey? ","['A worrier', 'Free spirited', 'Anxious and guilty']",2,0,52.24264908,94.17961121,FALSE,FALSE,FALSE
319, Tracy took Jesse's students on a field trip and covered the expenses for everyone. How would you describe Tracy? ,"['Giving', 'Selfish', 'Very generous']",2," Tracy generously footed the bill for Jesse's students on their field trip, ensuring everyone had a great time without financial burden.  How would you describe Tracy? ","['Giving', 'Selfish', 'Very generous']",2,2,77.37205505,98.37940216,FALSE,TRUE,TRUE
320, Jesse stood Cameron up at the restaurant on their date. Why did Jesse do this? ,"['Go out with someone else', 'Apologize', 'Kiss cameron']",1, Jesse flaked on Cameron at the restaurant during their date.  Why did Jesse do this? ,"['Go out with someone else', 'Apologize', 'Kiss cameron']",1,0,132.9884186,212.0325012,FALSE,FALSE,FALSE
321, Lee left a mess upon Ash and had to clean the mess for a few hours. What will happen to Ash? ,"['Get yelled at', 'Sad now', 'Clean up the next mess']",2," Lee left a trail of chaos in his wake, and now he has to put in some overtime to tidy things up.  What will happen to Ash? ","['Get yelled at', 'Sad now', 'Clean up the next mess']",2,2,85.7590332,36.08575439,FALSE,TRUE,TRUE
322, Bailey expressed their thoughts in words.  He was always very expressive. What does Bailey need to do before this? ,"['Others will talk freely with Baily', 'Speak without thinking', 'Think about what to say']",2, Bailey articulated his thoughts with eloquence. He had a knack for using words to convey his ideas effectively.  What does Bailey need to do before this? ,"['Others will talk freely with Baily', 'Speak without thinking', 'Think about what to say']",2,2,289.6889954,38.5871582,FALSE,TRUE,TRUE
323, Jordan watched Alex's every look at the party he went to for school graduation. Why did Jordan do this? ,"['Go to the party', 'Had heard she would be there and he wanted to flirt with her every chance he could get', 'Had heard she would be there and he wanted make sure she did not get bored at the party']",1, Jordan observed Alex's careful gaze at the party they attended for their school graduation.  Why did Jordan do this? ,"['Go to the party', 'Had heard she would be there and he wanted to flirt with her every chance he could get', 'Had heard she would be there and he wanted make sure she did not get bored at the party']",1,1,146.1217651,379.4642029,FALSE,TRUE,TRUE
324," Jesse had been sick for several weeks, but after taking new medication, Jesse was feeling much better. How would Jesse feel afterwards? ","['Healthy', 'Confident', 'Doing better']",0," After trying out some fresh meds, Jesse was finally feeling much more like his old self again.  How would Jesse feel afterwards? ","['Healthy', 'Confident', 'Doing better']",1,0,26.96746063,52.25033569,TRUE,TRUE,FALSE
325," Skylar sold homemade sculptures, and her family and friends bought them to be supportive.  In a week's time all of the sculptures disintegrated into dust. How would Others feel as a result? ","['Happy', 'Sad', 'Cheated in the sale']",1," Skylar's handcrafted statues were a hit with her buddies and kin, who snatched them up to show their support. Unfortunately, they didn't last long, crumbling into dust within a week.  How would Others feel as a result? ","['Happy', 'Sad', 'Cheated in the sale']",1,2,198.9024048,48.02118683,FALSE,FALSE,FALSE
326, kai was scared so he sat in austin's lap. What does Kai need to do before this? ,"['See something to be scared of', 'Safe', 'Be with Austin']",2, Kai was frightened and chose to sit in Austin's embrace for comfort.  What does Kai need to do before this? ,"['See something to be scared of', 'Safe', 'Be with Austin']",2,0,176.9768219,203.3600769,FALSE,FALSE,FALSE
327, Alex was wondering how to send the document to Bailey. Bailey told Alex to send the pdf. How would Bailey feel afterwards? ,"['Indecision', 'Complete', 'Confusion']",1," Alex was curious about how to transmit the document to Bailey, and Bailey suggested sending the PDF.  How would Bailey feel afterwards? ","['Indecision', 'Complete', 'Confusion']",1,1,59.58672333,87.06594086,FALSE,TRUE,TRUE
328, Jan came over one night and searched the house because she was scared a robber could their. Why did Jan do this? ,"['Be safe', 'Was afraid of criminals', 'Secure']",0, John arrived one evening and conducted a thorough search of the house since he was apprehensive about the possibility of a burglar breaking in.  Why did Jan do this? ,"['Be safe', 'Was afraid of criminals', 'Secure']",0,1,114.914772,27.67331123,FALSE,FALSE,FALSE
329, Taylor is going to go hiking in the woods. What will Taylor want to do next? ,"['Remember information', 'Go to the woods', 'Be cautionless']",1, Taylor is planning to hit the trails in the forest.  What will Taylor want to do next? ,"['Remember information', 'Go to the woods', 'Be cautionless']",1,1,30.88286781,81.50184631,FALSE,TRUE,TRUE
330," Kai gave Sydney a push, after Sydney was too slow getting out of the way. How would you describe Kai? ","['Bad about pushing Sydney', 'Regretful after pushing Sydney', 'Impatient']",2, Kai gave Sydney a nudge after Sydney was moving too slowly.  How would you describe Kai? ,"['Bad about pushing Sydney', 'Regretful after pushing Sydney', 'Impatient']",2,2,90.2281723,213.8983612,FALSE,TRUE,TRUE
331, Alex wanted to learn how to play the guitar on his own and set the plans into motion. What will Alex want to do next? ,"['Rent a guitar', 'Sign up for classes', 'Find a tutor']",0, Alex was determined to teach himself how to play the guitar and took active steps to make it happen.  What will Alex want to do next? ,"['Rent a guitar', 'Sign up for classes', 'Find a tutor']",0,1,29.21733284,27.50837708,FALSE,FALSE,FALSE
332, Remy saved the apartment from destruction by holding a protest on the steps. How would Others feel as a result? ,"['Angry about their apartment', 'Proud of Remy', 'Sad that Remy helped them']",1, Remy stepped up to the plate and single-handedly saved the apartment from ruin by organizing a protest on the steps.  How would Others feel as a result? ,"['Angry about their apartment', 'Proud of Remy', 'Sad that Remy helped them']",1,1,122.4839096,49.41260529,FALSE,TRUE,TRUE
333, Remy gave birth to a baby girl even though Remy thought they would have a boy. How would Others feel as a result? ,"['Happy that they were not born a boy', 'Happy that they were born a girl', 'As though they messed up by not being a boy']",2, Remy delivered a healthy baby girl despite Remy's initial expectations of having a boy.  How would Others feel as a result? ,"['Happy that they were not born a boy', 'Happy that they were born a girl', 'As though they messed up by not being a boy']",1,1,72.56404877,225.9090729,FALSE,FALSE,TRUE
334, Sydney put on their clothes and the boys got ready for school. Why did Sydney do this? ,"['Wanted the boys to be self-sufficient', 'Wanted the boys to loaf', 'Wanted to be a good mother']",2, Sydney donned their attire and the lads prepped for class.  Why did Sydney do this? ,"['Wanted the boys to be self-sufficient', 'Wanted the boys to loaf', 'Wanted to be a good mother']",2,2,31.26999092,57.57256699,FALSE,TRUE,TRUE
335, Tracy had the world by the tail after she managed to do everything at work. How would Tracy feel afterwards? ,"['Sad', 'Sastisfied', 'Ambitious']",1, Tracy was on a roll after he successfully accomplished all his tasks at work.  How would Tracy feel afterwards? ,"['Sad', 'Sastisfied', 'Ambitious']",1,1,91.07271576,71.93343353,FALSE,TRUE,TRUE
336, A big dog started chasing Tracy in the park so Tracy ran for their life to their car and jumped in to get away from the dog. How would Tracy feel afterwards? ,"['A person who was panicking', 'Tranquility', 'Shocked']",0," A fierce canine started stalking Tracy in the park, so she sprinted for her life towards their vehicle and jumped inside to escape the snarling beast.  How would Tracy feel afterwards? ","['A person who was panicking', 'Tranquility', 'Shocked']",0,0,55.76419449,73.23549652,FALSE,TRUE,TRUE
337, Jan made friends with Taylor. Jan now goes to Taylor´s house everyday to play video games. What will happen to Jan? ,"['Stop going to work', 'Fall in love with Taylor', 'Be addicted to video games']",2," Jan hit it off with Taylor and now they're hanging out at each other's places every day, playing video games and having a blast.  What will happen to Jan? ","['Stop going to work', 'Fall in love with Taylor', 'Be addicted to video games']",1,2,59.29858017,32.12326431,TRUE,TRUE,FALSE
338, Ash tried to redeem himself after he missed an open shot in the game. How would Ash feel afterwards? ,"['Disappointed', 'Frugal', 'Trying hard']",2," Ash gave it his all after blowing a gimme shot in the game."" (informal, colloquial language)  How would Ash feel afterwards? ","['Disappointed', 'Frugal', 'Trying hard']",2,0,70.94146729,81.12358093,FALSE,FALSE,FALSE
339, Taylor taught math in the schools every day as a vocation to make money. What will Others want to do next? ,"['Know how to teach', 'Hate math', 'Stay in class']",2, Taylor devoted himself to teaching math in schools daily as a means of earning a living.  What will Others want to do next? ,"['Know how to teach', 'Hate math', 'Stay in class']",2,2,132.4712067,71.002388,FALSE,TRUE,TRUE
340, Jordan was being loud and kept Carson up all night. How would you describe Jordan? ,"['A fun person', 'Inconsiderate', 'Playing a game']",1, Jordan was being obnoxious and kept Carson awake all night with his incessant noise.  How would you describe Jordan? ,"['A fun person', 'Inconsiderate', 'Playing a game']",1,1,115.1322403,198.2781677,FALSE,TRUE,TRUE
341, Sasha broke Kai's violin bow and tried to hide it from her. What will Kai want to do next? ,"['Be rude', 'Be mean', 'Ask that Sasha buy another one']",1, Sasha busted Kai's violin bow and tried to cover it up.  What will Kai want to do next? ,"['Be rude', 'Be mean', 'Ask that Sasha buy another one']",1,2,71.66046906,201.7100677,FALSE,FALSE,FALSE
342, Sasha works at the doctor's office.  She protected the patient's information. What will happen to Others? ,"[""Sasha who has worked at doctor's office"", 'Want Sasha to appreciate them', ""Appreciate Sasha's efforts""]",2, Dr. Sasha is diligent in maintaining patient confidentiality at the clinic where he works.  What will happen to Others? ,"[""Sasha who has worked at doctor's office"", 'Want Sasha to appreciate them', ""Appreciate Sasha's efforts""]",2,2,46.8790741,64.96403503,FALSE,TRUE,TRUE
343, There was a thunderstorm and Skylar's kids were scared. She made them hot chocolate and read them a story to ease their minds. What did Skylar do? ,"['Tuck them into bed', 'Made her kids hot chocolate', 'Have them go to sleep']",1," Skylar's kids were freaked out by the thunderstorm, so she whipped up some hot chocolate and spun a tale to calm their nerves.  What did Skylar do? ","['Tuck them into bed', 'Made her kids hot chocolate', 'Have them go to sleep']",1,1,37.88525772,49.21527481,FALSE,TRUE,TRUE
