idx,sentences_df1,choices_df1,scores_df1,sentences_df2,choices_df2,scores_df2,targets
361, Skylar offered Riley resistance after Riley wanted to take Skylar out to a new bar. How would Riley feel as a result? ,"['Straight edge', 'Like Skylar does not like them', 'A close friend']",1," Skylar politely declined Riley's invitation to the new bar, preferring to stick with her own plans for the evening.  How would Riley feel as a result? ","['Straight edge', 'Like Skylar does not like them', 'A close friend']",1,1
362, Taylor based it on their experience of being kidnapped and held for ransom. How would Taylor feel afterwards? ,"['Angry to have to talk about it', 'Compassionate about the subject', 'Sad to share their deep secret']",1, Taylor drew from their harrowing experience of being kidnapped and held for ransom to craft their narrative.  How would Taylor feel afterwards? ,"['Angry to have to talk about it', 'Compassionate about the subject', 'Sad to share their deep secret']",1,1
363, Riley's ex was secretly cheating on them and Aubrey knew but never told Riley.  Aubrey was glad when Riley finished with them. Why did Aubrey do this? ,"['Save Riley from hurt', 'Never again get back together', 'Never be back together again']",0," Riley's ex had been deceiving them for some time, and Aubrey was aware of it but didn't reveal the truth. When Riley ended the relationship, Aubrey felt relieved.  Why did Aubrey do this? ","['Save Riley from hurt', 'Never again get back together', 'Never be back together again']",0,0
364, Alex listened to a lecture before a big test. Alex paid attention to the details and got an A. How would Alex feel afterwards? ,"['Ashamed for failing', ""Like they aren't smart"", 'Would appreciate that they paid attention']",2, Alex carefully listened to the lecture before the test and achieved an excellent grade of A.  How would Alex feel afterwards? ,"['Ashamed for failing', ""Like they aren't smart"", 'Would appreciate that they paid attention']",2,2
365, Carson's mother does not allow them to play video games. Carson's mother found out that Carson was at a friend's house playing video games. What will happen to Carson? ,"[""Carson's friend will ground them"", ""Carson's mother will scold them"", 'Others will be punished']",1," Carson's mother was quite displeased when she discovered that Carson had been playing video games at his friend's house without her permission. As a result, she has put a strict ban on all gaming activities until Carson is older and more responsible.  What will happen to Carson? ","[""Carson's friend will ground them"", ""Carson's mother will scold them"", 'Others will be punished']",1,1
366, Kai had some choice words to say but she decided to keep the language in check. How would you describe Kai? ,"['Intelligent', 'Ignorant', 'Like the better person for not engaging in the petty fight']",0," Kai had some strong opinions to share, but she chose to keep them to herself and maintain a level head.  How would you describe Kai? ","['Intelligent', 'Ignorant', 'Like the better person for not engaging in the petty fight']",0,2
367, Alex rendered Sasha's car washing service despite the rain that was soon to come. How would Sasha feel as a result? ,"['As generous', 'Happy they got a pre-rain wash', 'Angry at Alex for not saying anything']",2," Despite the impending rain, Alex went ahead and used Sasha's car washing service, showing no regard for her hard work.  How would Sasha feel as a result? ","['As generous', 'Happy they got a pre-rain wash', 'Angry at Alex for not saying anything']",2,1
368, Remy did not have a ride to the fair and called all her friends bugging them to give her a ride. What does Remy need to do before this? ,"['Needed to borrow her mom and dads car without asking instead of bumming', 'Needed to ask her mom and dad to give her a ride before instead of bumming', 'Needed to just walk the 20 miles to the fair quickly instead of bumming']",1," Remy was inconvenienced when she found out she didn't have transportation to the fair, so she phoned all her pals to see if anyone could give her a ride.  What does Remy need to do before this? ","['Needed to borrow her mom and dads car without asking instead of bumming', 'Needed to ask her mom and dad to give her a ride before instead of bumming', 'Needed to just walk the 20 miles to the fair quickly instead of bumming']",1,1
369, Tracy gave birth to Addison and was very proud of her new child that day. What will Tracy want to do next? ,"['Have a baby of her own', 'Proud', 'Experience motherhood for the first time']",2, Tracy felt an overwhelming sense of pride and joy when she gave birth to her precious daughter Addison. It was a special moment that she would always treasure. 💕👩‍👧  What will Tracy want to do next? ,"['Have a baby of her own', 'Proud', 'Experience motherhood for the first time']",2,2
370," Carson was home alone for a while listening to his music, when he saw that his mom had come home from work, and looked to be in a foul mood. Why did Carson do this? ","['Create an unwelcome atmosphere', 'Look out the window', 'Be considerate towards how his mom was feeling']",2," Carson was spending some quality time at home, enjoying his music, when he saw that his mother had arrived from work in a less-than-stellar mood.  Why did Carson do this? ","['Create an unwelcome atmosphere', 'Look out the window', 'Be considerate towards how his mom was feeling']",2,2
371, Skylar knew they were nervous and he wanted to ease their minds. What does Skylar need to do before this? ,"['Insult their worries', 'Put together a strong presentation detailing his ideas on how to proceed', 'Start acting rashly without thinking ahead']",1," Skylar noticed that his companions were visibly uneasy, so he aimed to reassure them.  What does Skylar need to do before this? ","['Insult their worries', 'Put together a strong presentation detailing his ideas on how to proceed', 'Start acting rashly without thinking ahead']",1,1
372, Remy got very dark after drinking by himself all night long. How would you describe Remy? ,"['Depressed at heart', 'A resilient person at heart', 'A happy person at heart']",0," Remy had way too much to drink by himself last night, resulting in a pretty rough morning today.  How would you describe Remy? ","['Depressed at heart', 'A resilient person at heart', 'A happy person at heart']",1,0
373, Aubrey ignored the call that she got from Riley that was about the upcoming party. What will Riley want to do next? ,"['Call her mother', 'Keep calling', 'Go to the beach']",0," Aubrey declined Riley's invitation to discuss the upcoming party, choosing instead to focus on her own priorities.  What will Riley want to do next? ","['Call her mother', 'Keep calling', 'Go to the beach']",0,1
374, Robin went with Jan's friends to the park to play some games for hours. What will Jan want to do next? ,"['Go home and shower', 'Proud', 'Go home and sleep']",1, Robin accompanied Jan's friends to the park for a fun-filled afternoon of games and activities.  What will Jan want to do next? ,"['Go home and shower', 'Proud', 'Go home and sleep']",1,0
375," Sydney is Alex's mother and personal caregiver after Alex was paralyzed from the neck down.  They help Alex communicate with people, and they were both at a Dairy Queen being asked by the cashier if they wanted extra fries. How would Sydney feel afterwards? ","['Annoyed in helping their daughter communicate', ""Happy to be in full control of their daughter's actions"", 'Happy that they are able to help their daughter']",2," Sydney is Alex's devoted mother and caregiver, providing support and assistance after Alex's unfortunate paralysis from the neck down. They regularly go out together, such as to Dairy Queen, where they were asked by the cashier if they wanted extra fries.  How would Sydney feel afterwards? ","['Annoyed in helping their daughter communicate', ""Happy to be in full control of their daughter's actions"", 'Happy that they are able to help their daughter']",1,2
376, Taylor attended their father's concert and was very impressed that their father performed so well. What will Taylor want to do next? ,"[""Tell their father 'well done'"", 'Enjoy a show', 'Leave the concert before it starts']",0, Taylor attended their father's concert and was very impressed with the quality of his performance.  What will Taylor want to do next? ,"[""Tell their father 'well done'"", 'Enjoy a show', 'Leave the concert before it starts']",0,0
377, Addison and their friends were playing hide and seek at recess. Addison ran away to go find a hiding place. What will Addison want to do next? ,"['Win the game of tag', 'Come outside', 'Win the game of hide and seek']",1, Addison and her friends were enjoying a fun game of hide and seek during recess. She quickly ran off to find a good hiding place.  What will Addison want to do next? ,"['Win the game of tag', 'Come outside', 'Win the game of hide and seek']",1,2
