Row ID,Paraphrases,Category,Orginal,value
1493,"Aubrey declined Riley's invitation to discuss the upcoming party, opting to focus on other priorities.",Miggle Age (20-60),Aubrey ignored the call that she got from Riley that was about the upcoming party. ,2.668146015
1494,"Aubrey disregarded Riley's telephone call regarding the approaching celebration, choosing to attend to more pressing matters instead.",Old (>60),Aubrey ignored the call that she got from Riley that was about the upcoming party. ,-4.789659985
1495,---------------,---------------,---------------,0.84353782
1496,Robin hit up the park with Jan's crew and played some sick games for hours! 😎,Young (<20),Robin went with Jan's friends to the park to play some games for hours. ,0.156883587
1497,Robin accompanied Jan's friends to the park and engaged in various games for several hours. 👥,Miggle Age (20-60),Robin went with Jan's friends to the park to play some games for hours. ,3.537396872
1498,Robin went with Jan's acquaintances to the park and participated in some enjoyable activities for a few hours. 🏞️,Old (>60),Robin went with Jan's friends to the park to play some games for hours. ,-9.327682486
1499,---------------,---------------,---------------,0.84353782
1500,"Sydney is totally Alex's mom and main caregiver now that Alex is all paralyzed from the neck down. They work together to help Alex communicate with people, and they were both at Dairy Queen when the cashier asked if they wanted extra fries.",Young (<20),"Sydney is Alex's mother and personal caregiver after Alex was paralyzed from the neck down.  They help Alex communicate with people, and they were both at a Dairy Queen being asked by the cashier if they wanted extra fries. ",-1.49790132
1501,"Sydney acts as Alex's primary caregiver after Alex's paralysis from the neck down. Together, they assist Alex in communicating with others, and during a recent visit to Dairy Queen, the cashier inquired about extra fries.",Miggle Age (20-60),"Sydney is Alex's mother and personal caregiver after Alex was paralyzed from the neck down.  They help Alex communicate with people, and they were both at a Dairy Queen being asked by the cashier if they wanted extra fries. ",-3.920192057
1502,"Sydney serves as Alex's loving caregiver since Alex's unfortunate paralysis from the neck down. As a devoted duo, they aid Alex in conveying their thoughts to others, and during a recent outing to Dairy Queen, they were asked by the cashier if they wanted extra fries.",Old (>60),"Sydney is Alex's mother and personal caregiver after Alex was paralyzed from the neck down.  They help Alex communicate with people, and they were both at a Dairy Queen being asked by the cashier if they wanted extra fries. ",-3.867886785
1503,---------------,---------------,---------------,0.84353782
1504,Taylor totally rocked out at their dad's concert and was blown away by how awesome he was!,Young (<20),Taylor attended their father's concert and was very impressed that their father performed so well. ,12.19600567
1505,Taylor thoroughly enjoyed their father's performance at the concert and was impressed by his skill and talent.,Miggle Age (20-60),Taylor attended their father's concert and was very impressed that their father performed so well. ,-9.825674967
1506,Taylor was absolutely delighted by their father's concert and was amazed by the level of expertise he displayed.,Old (>60),Taylor attended their father's concert and was very impressed that their father performed so well. ,3.457252676
1507,---------------,---------------,---------------,0.84353782
1508,Addison and her squad were totes playing hide and seek at recess. Addison sprinted away to find a sick hiding spot.,Young (<20),Addison and their friends were playing hide and seek at recess. Addison ran away to go find a hiding place. ,1.272167524
1509,Addison and her friends were engaging in a fun game of hide and seek during recess. Addison quickly ran off to locate a suitable hiding place.,Miggle Age (20-60),Addison and their friends were playing hide and seek at recess. Addison ran away to go find a hiding place. ,2.308383469
1510,Addison and her companions were enjoying a lively game of hide and seek during their recreation time. Addison hastily departed to discover a cozy hiding spot.,Old (>60),Addison and their friends were playing hide and seek at recess. Addison ran away to go find a hiding place. ,6.158937473
1511,---------------,---------------,---------------,0.84353782
1512,"Bailey was a beast on the court, had a secret weapon in their repertoire - a sick dunk that never failed to impress!",Young (<20),Bailey was a good basketball player who had a special shot in their arsenal. ,-8.290657759
1513,"Bailey was an exceptional basketball player with a unique skill set, including a signature move that always left opponents stunned.",Miggle Age (20-60),Bailey was a good basketball player who had a special shot in their arsenal. ,-9.747023434
1514,"Bailey was quite the athlete back in their day, and had a special trick up their sleeve - a powerful dunk that never failed to amaze!",Old (>60),Bailey was a good basketball player who had a special shot in their arsenal. ,-1.180438489
1515,---------------,---------------,---------------,0.84353782
1516,Bailey totally crushed that book and got super prepared for the end-of-course exam! 💪📚,Young (<20),Bailey studied the book carefully in preparation for the end of course exam. ,1.853074492
1517,Bailey thoroughly examined the book to ensure a successful outcome on the final test. 📝👨‍🎓,Miggle Age (20-60),Bailey studied the book carefully in preparation for the end of course exam. ,-7.613429664
1518,Bailey perused the book with great care and attention to detail in anticipation of acing the end-of-course exam. 🔍👵,Old (>60),Bailey studied the book carefully in preparation for the end of course exam. ,0.407436642
1519,---------------,---------------,---------------,0.84353782
1520,"Cameron saw science as being all about following strict guidelines and being super objective, you know? Like, there's this one way to do things and that's it. No room for creativity or personal opinions, dude!",Young (<20),Cameron interpreted science in terms of objectiveness and rules. ,2.154107288
1521,"Cameron understood science to be grounded in a set of rigorous principles and methodologies, with little room for subjective interpretation. He believed in the importance of adhering to established protocols and guidelines to ensure accuracy and reliability in scientific findings.",Miggle Age (20-60),Cameron interpreted science in terms of objectiveness and rules. ,3.9195716
