Row ID,Paraphrases,Category,Orginal
892,"Jan was super eager to find some BFFs, so she swapped numbers with folks she met.",Young (<20),Jan wanted to make friends so she exchanged phone numbers with people she met. 
893,"Jan was hoping to make some new connections, so she exchanged phone numbers with the people she met.",Miggle Age (20-60),Jan wanted to make friends so she exchanged phone numbers with people she met. 
894,"Jan was quite eager to form some friendships, so she traded contact information with those she encountered.",Old (>60),Jan wanted to make friends so she exchanged phone numbers with people she met. 
895,---------------,---------------,---------------
896,"Sasha and her squad caught wind that Bob was broke, so she threw him a solid and passed him some fries to help him out.",Young (<20),Sasha and others noticed Bob didnt have money for lunch. Sasha gave Bob some french fries. 
897,"Sasha and her friends noticed that Bob didn't have enough money for lunch, so they chipped in and gave him some French fries as a friendly gesture.",Miggle Age (20-60),Sasha and others noticed Bob didnt have money for lunch. Sasha gave Bob some french fries. 
898,"Sasha and the others observed that Bob lacked sufficient funds for his meal, so she generously offered him some potato chips to help make up for it.",Old (>60),Sasha and others noticed Bob didnt have money for lunch. Sasha gave Bob some french fries. 
899,---------------,---------------,---------------
900,Casey's mom totally blew up her phone with a call to tell her that she sent a package via snail mail. 😂,Young (<20),Casey's mother called Casey to tell her that she sent her a package by mail. 
901,Casey's mother gave her a ring to let her know that she had dispatched a parcel by post. 📦,Miggle Age (20-60),Casey's mother called Casey to tell her that she sent her a package by mail. 
902,"Casey's mother phoned her to say that she had sent a package by mail, dear. 📨",Old (>60),Casey's mother called Casey to tell her that she sent her a package by mail. 
903,---------------,---------------,---------------
904,Kai totally slayed their clothes at the auction when they were too tight! 😂,Young (<20),Kai sold their clothes to the bidder at an auction when they didn't fit. 
905,Kai decided to offload their clothes at an auction since they didn't fit quite right. 👖,Miggle Age (20-60),Kai sold their clothes to the bidder at an auction when they didn't fit. 
906,Kai put their clothes up for bid at an auction since they didn't fit as well as they would have liked. 👗,Old (>60),Kai sold their clothes to the bidder at an auction when they didn't fit. 
907,---------------,---------------,---------------
908,Casey shellhed out some cash to Jesse for the sick items they copped from them.,Young (<20),Casey paid Jesse for the items they bought from them. 
909,Casey compensated Jesse for the goods they purchased from them.,Miggle Age (20-60),Casey paid Jesse for the items they bought from them. 
910,Casey paid Jesse for the objects they obtained from them.,Old (>60),Casey paid Jesse for the items they bought from them. 
911,---------------,---------------,---------------
912,"Aubrey was chillin' in the park one day, ya know? She ran into some dude at the pond, so she was like, ""Hey, what's up?",Young (<20),Aubrey was walking in the park one day. Aubrey met a stranger at the park when she stopped at the pond. 
913,Aubrey went for a stroll in the park and happened upon a stranger by the pond. She greeted them with a friendly hello.,Miggle Age (20-60),Aubrey was walking in the park one day. Aubrey met a stranger at the park when she stopped at the pond. 
914,"Aubrey took a leisurely walk through the park one afternoon, and as she approached the pond, she encountered a kind stranger. She offered them a warm smile and a friendly greeting.",Old (>60),Aubrey was walking in the park one day. Aubrey met a stranger at the park when she stopped at the pond. 
915,---------------,---------------,---------------
916,Alex totally saved Casey's butt by helping him break out of the slammer!,Young (<20),Alex helped Casey escape from the jail cell. 
917,"Alex assisted Casey in escaping from the prison cell, allowing him to freedom once again.",Miggle Age (20-60),Alex helped Casey escape from the jail cell. 
918,"Alex kindly aided Casey in exiting the jail cell, thereby securing his release.",Old (>60),Alex helped Casey escape from the jail cell. 
919,---------------,---------------,---------------
920,"Carson totally tried to throw down with Robin at the bar last night, but they were both too drunk and ended up just stumbling around and making fools of themselves.",Young (<20),Carson tried to fight Robin last night while they were at a bar. 
921,"Carson made a bold attempt to confront Robin at the bar last night, but their efforts were hindered by excessive alcohol consumption, resulting in a series of awkward stumbles and mishaps.",Miggle Age (20-60),Carson tried to fight Robin last night while they were at a bar. 
922,"Oh my goodness, it sounds like Carson and Robin had quite the adventure at the bar last night! According to rumors, Carson tried to engage in some sort of altercation with Robin, but their advanced ages and diminished coordination made it all rather comical and inconsequential.",Old (>60),Carson tried to fight Robin last night while they were at a bar. 
