Row ID,Paraphrases,Category,Orginal
1345,"Tracy had a close call with a menacing dog in the park, so she sprinted to her car and jumped inside to get away from the aggressive animal.",Middle Age,A big dog started chasing Tracy in the park so Tracy ran for their life to their car and jumped in to get away from the dog. 
1346,"Poor Tracy had a frightening encounter with a large dog in the park, so she quickly made her way to her vehicle and drove off to avoid any further danger.",Old,A big dog started chasing Tracy in the park so Tracy ran for their life to their car and jumped in to get away from the dog. 
1347,---------------,---------------,---------------
1348,Jan and Taylor are totes besties now! They play vidya games together every day at Taylor's crib! 😍,Young,Jan made friends with Taylor. Jan now goes to Taylor´s house everyday to play video games. 
1349,"Jan has formed a close friendship with Taylor, and they regularly spend time together playing video games at Taylor's home.",Middle Age,Jan made friends with Taylor. Jan now goes to Taylor´s house everyday to play video games. 
1350,"Jan and Taylor have become quite chummy, and they enjoy spending their afternoons playing video games together at Taylor's residence.",Old,Jan made friends with Taylor. Jan now goes to Taylor´s house everyday to play video games. 
1351,---------------,---------------,---------------
1352,Ash stepped up his game after he blew it with that easy shot.,Young,Ash tried to redeem himself after he missed an open shot in the game. 
1353,Ash made a valiant effort to redeem himself after the missed opportunity.,Middle Age,Ash tried to redeem himself after he missed an open shot in the game. 
1354,Ash tried to salvage his pride after his disappointing mistake.,Old,Ash tried to redeem himself after he missed an open shot in the game. 
1355,---------------,---------------,---------------
1356,Taylor was totally dedicated to teaching math in schools every day as a way to earn some dough.,Young,Taylor taught math in the schools every day as a vocation to make money. 
1357,Taylor had a passion for teaching math in schools and did it every day as a fulfilling career that provided financial stability.,Middle Age,Taylor taught math in the schools every day as a vocation to make money. 
1358,Taylor was a dedicated educator who taught math in schools daily as a lifelong vocation that brought in a steady income.,Old,Taylor taught math in the schools every day as a vocation to make money. 
1359,---------------,---------------,---------------
1360,Jordan was totally being a noise machine and kept Carson awake all night long! 😩,Young,Jordan was being loud and kept Carson up all night. 
1361,"Jordan was rather loud and disruptive, causing Carson to lose sleep throughout the night. 😴",Middle Age,Jordan was being loud and kept Carson up all night. 
1362,"Jordan's incessant noise kept Carson up all hours of the night, leaving them both feeling quite fatigued the next day. 😫",Old,Jordan was being loud and kept Carson up all night. 
1363,---------------,---------------,---------------
1364,Sasha totally wrecked Kai's violin bow and tried to cover it up!,Young,Sasha broke Kai's violin bow and tried to hide it from her. 
1365,Sasha accidentally damaged Kai's violin bow and attempted to hide the evidence.,Middle Age,Sasha broke Kai's violin bow and tried to hide it from her. 
1366,Sasha carelessly broke Kai's violin bow and then tried to conceal the fact.,Old,Sasha broke Kai's violin bow and tried to hide it from her. 
1367,---------------,---------------,---------------
1368,"So like, Sasha is a total rockstar at the doctor's office, you know? She's all about keeping the patient's info on lockdown.",Young,Sasha works at the doctor's office.  She protected the patient's information. 
1369,"Sasha is a diligent employee at the doctor's office, ensuring that patient confidentiality is maintained with utmost care.",Middle Age,Sasha works at the doctor's office.  She protected the patient's information. 
1370,"My goodness me, Sasha does an excellent job of protecting her patients' personal information at the doctor's office. She's so trustworthy and responsible!",Old,Sasha works at the doctor's office.  She protected the patient's information. 
1371,---------------,---------------,---------------
1372,Skylar totally rocked at calming her kids down during that crazy thunderstorm by making them hot chocolate and reading them an epic story!,Young,There was a thunderstorm and Skylar's kids were scared. She made them hot chocolate and read them a story to ease their minds. 
1373,Skylar found a creative way to soothe her children's fears during the thunderstorm by brewing up some hot chocolate and sharing a heartwarming tale.,Middle Age,There was a thunderstorm and Skylar's kids were scared. She made them hot chocolate and read them a story to ease their minds. 
1374,"During that fierce thunderstorm, Skylar took advantage of a classic comfort measure to reassure her little ones - she made them hot chocolate and read them a cozy bedtime story.",Old,There was a thunderstorm and Skylar's kids were scared. She made them hot chocolate and read them a story to ease their minds. 
1375,---------------,---------------,---------------
1376,Addison was totally on top of their parenting game and made sure their kids were well-behaved and polite.,Young,Addison kept their kids well behaved and taught them good manors. 
1377,Addison did an excellent job raising their children to be well-mannered and respectful.,Middle Age,Addison kept their kids well behaved and taught them good manors. 
